node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,score_edpl,score_ewpl,score_elwpl,score_graph_deviance,score_lof,score_edpl_norm,score_ewpl_norm,score_elwpl_norm,score_graph_deviance_norm,score_lof_norm,oddball_score,window_start,window_end,out_in_degree_ratio,out_degree_share
104.97.125.160,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.58257569495584,0.08560893101651135,0.23876490763093125,4.149858665464737,0.5807625888432296,1.0585580194727204,0.04682767457825812,0.017483282526348523,0.1619319708628797,0.007943036324368916,3.551271557741384e-11,0.046837192865473595,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
104.97.139.37,4.0,2.0,2.0,59.0,3.0,4.0,59.0,11.357816691600547,0.2448781103956398,2.052993368111262,0.0025964010934263334,1.809951542122152,1.1738704236319526,0.13394715164395804,0.15032805044738995,0.00010131437721192307,0.024754540186652015,3.9381239112377374e-11,0.061826211338918635,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.499999999875
104.97.140.32,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,0.9999999989999999
121.29.54.141,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.08560893101651135,0.4802036577357381,3.8471795375769027,0.6054648896063001,1.0,0.04682767457825812,0.035162354056473,0.15012110411557913,0.008280887411931857,3.3548199460151577e-11,0.048078404039158064,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
192.168.10.25,23.0,16.0,7.0,115.0,17.0,26.0,187.0,8.426149773176357,0.017176813416631787,0.03110994893458667,4.38047235592499,3.5913767834036614,1.8622589435226022,0.00939563453736336,0.002277989810145756,0.1709307663435467,0.049118928789627786,6.247543448374741e-11,0.04634466390863181,2017-07-07 03:30:00,2017-07-07 03:40:00,2.125,0.6956521738827978
138.201.37.241,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.08560893101651135,0.4802036577357381,3.8471795375769027,0.6054648896063001,1.0,0.04682767457825812,0.035162354056473,0.15012110411557913,0.008280887411931857,3.3548199460151577e-11,0.048078404039158064,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
144.76.121.178,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.898979485566356,0.08560893101651135,0.35028582400708996,4.066909806347469,0.639019888735618,1.176832167288833,0.04682767457825812,0.02564927185848054,0.1586952167176196,0.00873981603796339,3.948060027932824e-11,0.04798239584636045,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
145.243.233.163,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,0.08560893101651135,0.23876490763093125,3.788857550214621,0.46423736721135955,0.985475184263634,0.04682767457825812,0.017483282526348523,0.14784531712629945,0.006349331623157647,3.306091804470602e-11,0.04370112117742493,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
151.101.0.166,3.0,2.0,1.0,25.0,3.0,3.0,25.0,7.549834435270749,0.03772465741989158,0.9176748416311445,2.5349503628850063,0.9900687866909037,1.0465045523023992,0.020635206633922792,0.06719567244094037,0.09891650328182226,0.013541079414177879,3.5108343456597516e-11,0.04005769236119432,2017-07-07 03:30:00,2017-07-07 03:40:00,1.5,0.6666666664444444
192.168.10.9,273.0,149.0,124.0,1730.0,160.0,274.0,1737.0,48.363209157375,1.3284240261751539,2.087612501622002,18.394795716206698,39.1246466548975,11.474603477343573,0.7266415695305403,0.1528629962147186,0.7177848124646496,0.5351041811714186,3.8495228618407104e-10,0.42647871195325593,2017-07-07 03:30:00,2017-07-07 03:40:00,1.2,0.5457875457855466
151.101.0.249,6.0,3.0,3.0,40.0,4.0,6.0,40.0,9.695359714832657,0.3255957126368503,0.43365912150611735,1.2958199533948704,1.412254800435051,1.1764987753731437,0.17809929284707238,0.03175418455185647,0.050564295281409835,0.019315278557221337,3.946941558084229e-11,0.055946610255405885,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999991666666
151.101.1.108,4.0,2.0,2.0,15.0,3.0,4.0,15.0,4.58257569495584,0.2448781103956398,0.2587906980016625,3.0474337340928637,0.40688145213569554,1.8763622781281075,0.13394715164395804,0.018949647723557964,0.11891415838867335,0.0055648800665054725,6.294857596614616e-11,0.055475167577128684,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.499999999875
151.101.1.5,3.0,1.0,2.0,249.0,3.0,3.0,249.0,9.797958971132713,0.03772465741989158,7.067023538708913,5.5671158353655565,2.4934240800576344,2.241848063285332,0.020635206633922792,0.5174745751942197,0.21723487759835178,0.034102331004830226,7.520996598645084e-11,0.1578893981013069,2017-07-07 03:30:00,2017-07-07 03:40:00,0.6666666666666666,0.3333333332222222
151.101.130.2,4.0,2.0,2.0,18.0,3.0,4.0,18.0,5.291502622129181,0.2448781103956398,0.04168668428453832,2.844005429231741,0.5335923042770367,1.5073680076627347,0.13394715164395804,0.0030524589486987915,0.11097616603977795,0.007297892696081199,5.0569482580920715e-11,0.05105473387581709,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.499999999875
151.101.2.2,4.0,2.0,2.0,19.0,3.0,4.0,19.0,6.557438524302001,0.2448781103956398,0.027930193802694857,3.1430107643517626,0.781772460039274,1.2426535837858175,0.13394715164395804,0.0020451559406836537,0.12264367742213936,0.010692229779903101,4.1688790288718785e-11,0.05386564296567459,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.499999999875
151.101.44.249,3.0,2.0,1.0,35.0,3.0,3.0,35.0,9.327379053088814,0.03772465741989158,1.532985835377913,1.7303742672275282,1.3231080265081734,1.0580642033702043,0.020635206633922792,0.11225110396135281,0.06752107433306656,0.018096026358294597,3.5496148936309995e-11,0.04370068226442659,2017-07-07 03:30:00,2017-07-07 03:40:00,1.5,0.6666666664444444
152.163.13.4,2.0,2.0,0.0,4.0,3.0,2.0,4.0,0.0,0.16355993744407082,0.4802036577357381,5.799176265785799e-09,0.9367101867636294,1.3059167479437606,0.08946650114336777,0.035162354056473,2.2629012643609255e-10,0.012811298767865936,4.381115553836977e-11,0.027488030847561594,2017-07-07 03:30:00,2017-07-07 03:40:00,3.0,0.9999999995
152.163.56.2,3.0,2.0,1.0,27.0,3.0,3.0,27.0,6.782329983125268,0.03772465741989158,1.0499228675353727,2.0786372491489082,0.8264967445944464,1.0738998463323577,0.020635206633922792,0.0768793802494992,0.08111067233803788,0.01130391969180106,3.6027406244984065e-11,0.03798583578985767,2017-07-07 03:30:00,2017-07-07 03:40:00,1.5,0.6666666664444444
152.163.66.165,3.0,1.0,2.0,26.0,3.0,3.0,26.0,1.0,0.03772465741989158,0.9844438827337156,0.16728697810892143,0.5860827524105328,1.6546352868799068,0.020635206633922792,0.07208475778096042,0.006527718712521355,0.00801579971043833,5.551003463805224e-11,0.021452696578670587,2017-07-07 03:30:00,2017-07-07 03:40:00,0.6666666666666666,0.3333333332222222
169.60.66.35,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.15464487100869773,0.2531140424922152,4.703251177649022e-09,1.0555309463282145,1.0,0.08459000257105542,0.018533981229427135,1.8352594487084174e-10,0.014436399329509332,3.3548199460151577e-11,0.02351207666941321,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,0.9999999989999999
172.217.10.238,8.0,4.0,4.0,37.0,5.0,8.0,37.0,6.08276253029822,0.3679098366158786,0.2554732152391451,0.9154117786953849,0.8233225031420595,1.0943385488805357,0.20124491567200686,0.018706728908607837,0.03572035710730341,0.01126050588443298,3.671308791477705e-11,0.05338650152181283,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.4999999999375
172.217.11.1,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138804,1.0,0.04682767457825812,0.008424692400110111,0.15670182987682715,0.004894998629047106,3.3548199460151577e-11,0.04336983910355814,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
192.168.10.14,111.0,58.0,53.0,494.0,60.0,112.0,501.0,26.115129714401196,0.3611750506630318,2.136218543285555,9.964366197032271,15.104232282295179,4.2414001030972655,0.19756102006427748,0.15642211705589734,0.3888203398619105,0.20657919083414258,1.4229133664901452e-10,0.1898765335917038,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0925925925925926,0.5225225225178151
172.217.11.10,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138804,1.0,0.04682767457825812,0.008424692400110111,0.15670182987682715,0.004894998629047106,3.3548199460151577e-11,0.04336983910355814,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
172.217.12.138,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138804,1.0,0.04682767457825812,0.008424692400110111,0.15670182987682715,0.004894998629047106,3.3548199460151577e-11,0.04336983910355814,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
172.217.12.162,7.0,4.0,3.0,33.0,5.0,7.0,33.0,6.324555320336757,0.22759703020056096,0.1722017068326756,1.3250175065055636,0.811595934484113,1.1078138408054152,0.12449448367897835,0.012609269603089229,0.05170361536450926,0.011100122687237375,3.7165159696056675e-11,0.03998149827419588,2017-07-07 03:30:00,2017-07-07 03:40:00,1.25,0.5714285713469388
172.217.3.98,10.0,5.0,5.0,66.0,6.0,10.0,66.0,9.219544457292887,0.3893428228478051,0.2620291463182196,0.6201697736871936,1.7453087351142016,1.2317600632775876,0.212968656321395,0.01918677933316981,0.024199694933828994,0.023870426481607695,4.1323332289885436e-11,0.05604511142226497,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999995
172.217.6.198,5.0,2.0,3.0,20.0,4.0,5.0,20.0,4.47213595499958,0.15792899609134545,0.26546013721733625,2.2209226314540214,0.3500465233797798,1.1972173574217368,0.08638640323648204,0.019438009649340508,0.08666280175714064,0.004787553991662487,4.016448670394001e-11,0.03945495373495803,2017-07-07 03:30:00,2017-07-07 03:40:00,0.75,0.39999999992
172.217.6.200,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138804,1.0,0.04682767457825812,0.008424692400110111,0.15670182987682715,0.004894998629047106,3.3548199460151577e-11,0.04336983910355814,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
172.217.6.206,5.0,3.0,2.0,17.0,4.0,5.0,17.0,4.898979485566357,0.15792899609134545,0.4560248667070804,2.845373229609846,0.45050941957191454,1.716279244967991,0.08638640323648204,0.03339189021865901,0.11102953908903787,0.006161575750355411,5.757807843950451e-11,0.04739388167042248,2017-07-07 03:30:00,2017-07-07 03:40:00,1.3333333333333333,0.59999999988
192.168.10.17,112.0,68.0,44.0,680.0,72.0,115.0,752.0,22.825424421026657,0.7933987499527512,1.2003645470155113,11.795268295672928,16.653889304046128,5.917408966770909,0.43398531008895014,0.0878952971704031,0.46026411884098606,0.2277737068903478,1.985184163045199e-10,0.2419836866378411,2017-07-07 03:30:00,2017-07-07 03:40:00,1.5333333333333334,0.6071428571374362
172.217.7.132,8.0,4.0,4.0,31.0,5.0,8.0,31.0,7.141428428542851,0.3679098366158786,0.5097111615549033,1.7132858682470178,1.0173429789934283,1.3041837969668861,0.20124491567200686,0.03732300668770138,0.06685426653336157,0.013914106024945425,4.3753018153342924e-11,0.06386725899235365,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.4999999999375
172.217.9.232,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,0.9999999989999999
173.241.254.199,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.15464487100869773,0.2531140424922152,4.703251177649022e-09,1.0555309463282145,1.0,0.08459000257105542,0.018533981229427135,1.8352594487084174e-10,0.014436399329509332,3.3548199460151577e-11,0.02351207666941321,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,0.9999999989999999
185.167.164.39,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,0.08560893101651135,0.12391409999270926,3.8781073274896936,0.4175933076609736,1.368022204451289,0.04682767457825812,0.009073465781326083,0.15132793990897367,0.005711385125841591,4.5894681780848104e-11,0.04258809308805883,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
185.54.150.17,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.08560893101651135,0.360963016402925,4.008250383873634,0.5105302274964267,1.0,0.04682767457825812,0.026431096847323168,0.15640626264554094,0.006982474800536935,3.3548199460151577e-11,0.04732950178104147,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
185.86.137.17,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.08560893101651135,0.360963016402925,4.008250383873634,0.5105302274964267,1.0,0.04682767457825812,0.026431096847323168,0.15640626264554094,0.006982474800536935,3.3548199460151577e-11,0.04732950178104147,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
192.168.10.12,14.0,11.0,3.0,47.0,12.0,17.0,119.0,5.385164807134504,0.014725649256136874,0.17156786900332016,2.6555089036322905,1.9374508787931681,1.6928373988147407,0.00805485950042934,0.012562857565589823,0.1036208278579881,0.026498336846364542,5.6791646709041086e-11,0.030147376365432695,2017-07-07 03:30:00,2017-07-07 03:40:00,3.0,0.7857142856581633
192.168.10.3,19.0,6.0,13.0,117.0,16.0,47.0,246.0,7.934006157913298,1.1064828344719408,1.047604806338045,5.2824676296712765,4.560302409239984,2.2986868046840834,0.6052408023771183,0.07670964291569933,0.20612759692533753,0.062370835144269554,7.711680341996012e-11,0.1900897754879083,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.31578947366759
192.168.10.50,24.0,14.0,10.0,64.0,15.0,43.0,227.0,6.995383689284977,1.072043546902197,0.9648289174794888,4.864179569467583,4.048328305922114,2.1105284381713583,0.5864026772904731,0.070648474774857,0.18980554467308103,0.05536861258738962,7.080442901009491e-11,0.18044506187932105,2017-07-07 03:30:00,2017-07-07 03:40:00,1.3636363636363635,0.5833333333090278
192.229.163.97,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,0.08560893101651135,0.5634811039327224,3.492312419529567,0.587245665509845,1.2972510853894295,0.04682767457825812,0.04126024814979264,0.13627380558031688,0.008031704765563042,4.3520438162542706e-11,0.04647868662349022,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
79.127.127.5,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.15464487100869773,0.0752800414387847,5.344326257808565e-09,1.050502012096385,5500000001.0,0.08459000257105542,0.005512293435951285,2.085413874605444e-10,0.014367619060181297,0.18451509706438188,0.05779700246802226,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
104.97.114.112,4.0,2.0,2.0,13.0,3.0,4.0,13.0,3.3166247903554003,0.2448781103956398,0.4103388982806222,2.7172258985391338,0.16372722986011662,1.7587509839102744,0.13394715164395804,0.030046588342370492,0.1060290917114464,0.0022392822110968626,5.900292880895972e-11,0.05445242279357495,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.499999999875
23.53.113.190,2.0,1.0,1.0,7.0,2.0,2.0,7.0,2.4494897427831783,0.08560893101651135,0.11505396081655703,3.3495245828500546,0.5004723590327679,6058697298.774208,0.04682767457825812,0.008424692400110111,0.13070206984840346,0.006844914261880867,0.2032583854479587,0.07921154730732224,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
192.168.10.15,114.0,67.0,47.0,761.0,68.0,117.0,777.0,29.77856825501304,0.607998402819493,1.1728374537562485,12.52928423825342,17.975151647018123,6.098722421152127,0.3325722096195863,0.08587965779795083,0.4889062143455861,0.24584449000527103,2.046011562369101e-10,0.2306405143945991,2017-07-07 03:30:00,2017-07-07 03:40:00,1.4166666666666667,0.5877192982404585
205.174.165.73,5.0,0.0,5.0,15.0,6.0,5.0,15.0,0.0,0.24844792514475092,0.5881532339286516,7.888985509845257e-09,0.9294229964011756,1.8570807764587738,0.13589982318641428,0.04306683615941918,3.078367420917645e-10,0.012711632537871935,6.230171630225211e-11,0.038335658450768764,2017-07-07 03:30:00,2017-07-07 03:40:00,0.16666666666666666,0.0
151.101.0.175,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.4142135623730951,0.08560893101651135,0.5868267830212922,3.3546742203126674,0.7276612495725534,1.0,0.04682767457825812,0.04296970833523095,0.1309030142686291,0.00995215574870762,3.3548199460151577e-11,0.0461305105928748,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
199.244.48.55,2.0,1.0,1.0,93.0,2.0,2.0,93.0,46.36809247747852,0.08560893101651135,4.852491657145998,0.4148647659879169,9.13233285176063,2.074186926069917,0.04682767457825812,0.3553180550710132,0.01618847161159099,0.1249020735172444,6.958523671343225e-11,0.10864725496953838,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
208.111.171.129,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.15464487100869773,0.2531140424922152,4.703251177649022e-09,1.0555309463282145,1.0,0.08459000257105542,0.018533981229427135,1.8352594487084174e-10,0.014436399329509332,3.3548199460151577e-11,0.02351207666941321,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
209.85.232.108,3.0,0.0,3.0,7.0,4.0,3.0,7.0,0.0,0.18535711965131355,0.5639074526043508,6.68397677989944e-09,0.8683140843559221,1.19949761980287,0.10138945524411336,0.041291467035158895,2.6081599891056286e-10,0.011875851588060893,4.0240985401123746e-11,0.030911354833678028,2017-07-07 03:30:00,2017-07-07 03:40:00,0.25,0.0
23.21.56.196,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
34.200.14.225,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.08560893101651135,0.6585052438794005,2.978279330156823,0.8155400650753651,541196101.146197,0.04682767457825812,0.04821828022408325,0.11621567879552396,0.011154066197298466,0.01815615474830898,0.048114370908694554,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
34.207.42.44,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
50.16.246.177,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.08560893101651135,0.6585052438794005,2.978279330156823,0.8155400650753651,541196101.146197,0.04682767457825812,0.04821828022408325,0.11621567879552396,0.011154066197298466,0.01815615474830898,0.048114370908694554,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
52.205.85.186,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
52.22.202.224,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
52.71.196.79,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
54.186.134.8,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
54.210.195.63,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
54.225.210.192,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.08560893101651135,0.6585052438794005,2.978279330156823,0.8155400650753651,541196101.146197,0.04682767457825812,0.04821828022408325,0.11621567879552396,0.011154066197298466,0.01815615474830898,0.048114370908694554,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
54.83.19.188,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
54.86.240.237,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
104.24.96.3,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138804,1.0,0.04682767457825812,0.008424692400110111,0.15670182987682715,0.004894998629047106,3.3548199460151577e-11,0.04336983910355814,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.49999999975
129.128.12.20,2.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,0.16355993744407082,0.6585052438794005,4.703251177649022e-09,0.9467680552272882,1.1480953682621298,0.08946650114336777,0.04821828022408325,1.8352594487084174e-10,0.012948859306522004,3.851653241373411e-11,0.0301267281792031,2017-07-07 03:30:00,2017-07-07 03:40:00,0.3333333333333333,0.0
171.66.97.126,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5,0.0
