node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,score_edpl,score_ewpl,score_elwpl,score_graph_deviance,score_lof,score_edpl_norm,score_ewpl_norm,score_elwpl_norm,score_graph_deviance_norm,score_lof_norm,oddball_score,window_start,window_end,graph_deviation_score_raw,graph_deviation_score
151.101.1.108,4.0,2.0,2.0,15.0,3.0,4.0,15.0,4.582575694955836,0.2448781103956398,0.2587906980016625,3.047433734092862,0.4068814521356948,1.8763622781281069,0.133947151643958,0.0189496477235579,0.1189141583886732,0.0055648800665054,6.294857596614614e-11,0.0554751675771286,2017-07-07 03:30:00,2017-07-07 03:40:00,0.40688145218124677,0.00556488006715981
151.101.1.5,3.0,1.0,2.0,249.0,3.0,3.0,249.0,9.797958971132712,0.0377246574198915,7.067023538708913,5.5671158353655565,2.4934240800576344,2.241848063285332,0.0206352066339227,0.5174745751942197,0.2172348775983517,0.0341023310048302,7.520996598645083e-11,0.1578893981013068,2017-07-07 03:30:00,2017-07-07 03:40:00,2.4934240800656036,0.03410233100513126
151.101.130.2,4.0,2.0,2.0,18.0,3.0,4.0,18.0,5.2915026221291805,0.2448781103956398,0.0416866842845383,2.8440054292317405,0.5335923042770365,1.5073680076627347,0.133947151643958,0.0030524589486987,0.1109761660397779,0.0072978926960811,5.056948258092072e-11,0.051054733875817,2017-07-07 03:30:00,2017-07-07 03:40:00,0.53359230431748,0.007297892696675435
151.101.2.2,4.0,2.0,2.0,19.0,3.0,4.0,19.0,6.557438524302001,0.2448781103956398,0.0279301938026948,3.143010764351762,0.7817724600392738,1.2426535837858177,0.133947151643958,0.0020451559406836,0.1226436774221393,0.010692229779903,4.168879028871879e-11,0.0538656429656745,2017-07-07 03:30:00,2017-07-07 03:40:00,0.7817724600705952,0.01069222978039169
151.101.44.249,3.0,2.0,1.0,35.0,3.0,3.0,35.0,9.327379053088814,0.0377246574198915,1.532985835377913,1.7303742672275282,1.3231080265081732,1.0580642033702043,0.0206352066339227,0.1122511039613528,0.0675210743330665,0.0180960263582945,3.5496148936309995e-11,0.0437006822644265,2017-07-07 03:30:00,2017-07-07 03:40:00,1.323108026519534,0.018096026358551884
152.163.13.4,2.0,2.0,0.0,4.0,3.0,2.0,4.0,0.0,0.1635599374440708,0.4802036577357381,5.799176265785799e-09,0.9367101867636292,1.3059167479437606,0.0894665011433677,0.035162354056473,2.2629012643609247e-10,0.0128112987678659,4.381115553836977e-11,0.0274880308475615,2017-07-07 03:30:00,2017-07-07 03:40:00,0.9367101868850742,0.012811298769599072
152.163.56.2,3.0,2.0,1.0,27.0,3.0,3.0,27.0,6.782329983125268,0.0377246574198915,1.049922867535373,2.078637249148908,0.8264967445944462,1.0738998463323577,0.0206352066339227,0.0768793802494992,0.0811106723380378,0.011303919691801,3.602740624498406e-11,0.0379858357898576,2017-07-07 03:30:00,2017-07-07 03:40:00,0.8264967446241469,0.011303919692270929
152.163.66.165,3.0,1.0,2.0,26.0,3.0,3.0,26.0,1.0,0.0377246574198915,0.9844438827337156,0.1672869781089214,0.5860827524105328,1.6546352868799068,0.0206352066339227,0.0720847577809604,0.0065277187125213,0.0080157997104383,5.551003463805224e-11,0.0214526965786705,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5860827523391663,0.008015799709507398
169.60.66.35,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.1546448710086977,0.2531140424922152,4.703251177649022e-09,1.0555309463282143,1.0,0.0845900025710554,0.0185339812294271,1.8352594487084168e-10,0.0144363993295093,3.3548199460151577e-11,0.0235120766694132,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0555309464496607,0.014436399331251638
172.217.10.238,8.0,4.0,4.0,37.0,5.0,8.0,37.0,6.082762530298219,0.3679098366158786,0.2554732152391451,0.9154117786953848,0.8233225031420592,1.0943385488805355,0.2012449156720068,0.0187067289086078,0.0357203571073033,0.0112605058844329,3.671308791477705e-11,0.0533865015218128,2017-07-07 03:30:00,2017-07-07 03:40:00,0.8233225031768019,0.011260505884971562
172.217.11.1,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.0856089310165113,0.115053960816557,4.015824936504869,0.357902439331388,1.0,0.0468276745782581,0.0084246924001101,0.1567018298768271,0.0048949986290471,3.3548199460151577e-11,0.0433698391035581,2017-07-07 03:30:00,2017-07-07 03:40:00,0.3579024392756041,0.004894998628311721
192.168.10.14,111.0,58.0,53.0,494.0,60.0,112.0,501.0,26.115129714401192,0.3611750506630318,2.136218543285555,9.964366197032271,15.104232282295175,4.2414001030972655,0.1975610200642774,0.1564221170558973,0.3888203398619104,0.2065791908341425,1.4229133664901452e-10,0.1898765335917038,2017-07-07 03:30:00,2017-07-07 03:40:00,15.104232282185635,0.20657919083380769
172.217.11.10,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.0856089310165113,0.115053960816557,4.015824936504869,0.357902439331388,1.0,0.0468276745782581,0.0084246924001101,0.1567018298768271,0.0048949986290471,3.3548199460151577e-11,0.0433698391035581,2017-07-07 03:30:00,2017-07-07 03:40:00,0.3579024392756041,0.004894998628311721
172.217.12.138,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.0856089310165113,0.115053960816557,4.015824936504869,0.357902439331388,1.0,0.0468276745782581,0.0084246924001101,0.1567018298768271,0.0048949986290471,3.3548199460151577e-11,0.0433698391035581,2017-07-07 03:30:00,2017-07-07 03:40:00,0.3579024392756041,0.004894998628311721
172.217.12.162,7.0,4.0,3.0,33.0,5.0,7.0,33.0,6.324555320336759,0.2275970302005609,0.1722017068326756,1.325017506505564,0.8115959344841133,1.1078138408054157,0.1244944836789783,0.0126092696030892,0.0517036153645092,0.0111001226872373,3.7165159696056675e-11,0.0399814982741958,2017-07-07 03:30:00,2017-07-07 03:40:00,0.8115959345171135,0.011100122687751228
172.217.3.98,10.0,5.0,5.0,66.0,6.0,10.0,66.0,9.219544457292889,0.3893428228478051,0.2620291463182196,0.6201697736871934,1.7453087351142016,1.2317600632775876,0.212968656321395,0.0191867793331698,0.0241996949338289,0.0238704264816076,4.132333228988544e-11,0.0560451114222649,2017-07-07 03:30:00,2017-07-07 03:40:00,1.7453087351263417,0.023870426481908156
172.217.6.198,5.0,2.0,3.0,20.0,4.0,5.0,20.0,4.47213595499958,0.1579289960913454,0.2654601372173362,2.2209226314540214,0.3500465233797798,1.1972173574217368,0.086386403236482,0.0194380096493405,0.0866628017571406,0.0047875539916624,4.0164486703940005e-11,0.039454953734958,2017-07-07 03:30:00,2017-07-07 03:40:00,0.35004652342612735,0.004787553992323339
172.217.6.200,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.0856089310165113,0.115053960816557,4.015824936504869,0.357902439331388,1.0,0.0468276745782581,0.0084246924001101,0.1567018298768271,0.0048949986290471,3.3548199460151577e-11,0.0433698391035581,2017-07-07 03:30:00,2017-07-07 03:40:00,0.3579024392756041,0.004894998628311721
172.217.6.206,5.0,3.0,2.0,17.0,4.0,5.0,17.0,4.898979485566357,0.1579289960913454,0.4560248667070804,2.845373229609846,0.4505094195719145,1.716279244967991,0.086386403236482,0.033391890218659,0.1110295390890378,0.0061615757503554,5.757807843950451e-11,0.0473938816704224,2017-07-07 03:30:00,2017-07-07 03:40:00,0.45050941961518626,0.006161575750981933
192.168.10.17,112.0,68.0,44.0,680.0,72.0,115.0,752.0,22.825424421026653,0.7933987499527512,1.200364547015511,11.795268295672928,16.653889304046125,5.917408966770909,0.4339853100889501,0.0878952971704031,0.4602641188409859,0.2277737068903477,1.985184163045199e-10,0.241983686637841,2017-07-07 03:30:00,2017-07-07 03:40:00,16.6538893039603,0.22777370689045665
172.217.7.132,8.0,4.0,4.0,31.0,5.0,8.0,31.0,7.141428428542851,0.3679098366158786,0.5097111615549033,1.7132858682470178,1.0173429789934283,1.304183796966886,0.2012449156720068,0.0373230066877013,0.0668542665333615,0.0139141060249454,4.375301815334292e-11,0.0638672589923536,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0173429790205422,0.013914106025394614
172.217.9.232,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.1546448710086977,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.0845900025710554,0.0269723862504009,1.4076176330559087e-10,0.0145051795988373,3.3548199460151577e-11,0.0252135137189207,2017-07-07 03:30:00,2017-07-07 03:40:00,1.06055988068149,0.014505179600580056
173.241.254.199,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.1546448710086977,0.2531140424922152,4.703251177649022e-09,1.0555309463282143,1.0,0.0845900025710554,0.0185339812294271,1.8352594487084168e-10,0.0144363993295093,3.3548199460151577e-11,0.0235120766694132,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0555309464496607,0.014436399331251638
185.167.164.39,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.741657386773941,0.0856089310165113,0.1239140999927092,3.8781073274896936,0.4175933076609735,1.368022204451289,0.0468276745782581,0.009073465781326,0.1513279399089736,0.0057113851258415,4.58946817808481e-11,0.0425880930880588,2017-07-07 03:30:00,2017-07-07 03:40:00,0.4175933077125862,0.005711385126579655
185.54.150.17,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.0856089310165113,0.360963016402925,4.008250383873634,0.5105302274964267,1.0,0.0468276745782581,0.0264310968473231,0.1564062626455409,0.0069824748005369,3.3548199460151577e-11,0.0473295017810414,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5105302274355065,0.006982474799743055
185.86.137.17,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.0856089310165113,0.360963016402925,4.008250383873634,0.5105302274964267,1.0,0.0468276745782581,0.0264310968473231,0.1564062626455409,0.0069824748005369,3.3548199460151577e-11,0.0473295017810414,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5105302274355065,0.006982474799743055
192.168.10.12,14.0,11.0,3.0,47.0,12.0,17.0,119.0,5.385164807134505,0.0147256492561368,0.1715678690033201,2.6555089036322905,1.937450878793168,1.6928373988147407,0.0080548595004293,0.0125628575655898,0.103620827857988,0.0264983368463645,5.6791646709041086e-11,0.0301473763654326,2017-07-07 03:30:00,2017-07-07 03:40:00,1.9374508788329463,0.026498336847057807
192.168.10.3,19.0,6.0,13.0,117.0,16.0,47.0,246.0,7.9340061579132835,1.1064828344719408,1.047604806338045,5.282467629671274,4.560302409239981,2.298686804684084,0.6052408023771183,0.0767096429156993,0.2061275969253373,0.0623708351442694,7.711680341996011e-11,0.1900897754879082,2017-07-07 03:30:00,2017-07-07 03:40:00,4.560302409261395,0.062370835144913615
192.168.10.50,24.0,14.0,10.0,64.0,15.0,43.0,227.0,6.99538368928498,1.072043546902197,0.9648289174794888,4.864179569467584,4.048328305922114,2.1105284381713583,0.5864026772904731,0.070648474774857,0.189805544673081,0.0553686125873896,7.080442901009491e-11,0.180445061879321,2017-07-07 03:30:00,2017-07-07 03:40:00,4.048328305950291,0.05536861258808679
192.229.163.97,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,0.0856089310165113,0.5634811039327224,3.492312419529567,0.587245665509845,1.2972510853894297,0.0468276745782581,0.0412602481497926,0.1362738055803168,0.008031704765563,4.352043816254271e-11,0.0464786866234902,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5872456655546211,0.00803170476622067
79.127.127.5,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.1546448710086977,0.0752800414387847,5.3443262578085655e-09,1.050502012096385,5500000001.0,0.0845900025710554,0.0055122934359512,2.0854138746054435e-10,0.0143676190601812,0.1845150970643818,0.0577970024680222,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0505020122178312,0.014367619061923216
104.97.114.112,4.0,2.0,2.0,13.0,3.0,4.0,13.0,3.3166247903554007,0.2448781103956398,0.4103388982806222,2.7172258985391338,0.1637272298601167,1.7587509839102746,0.133947151643958,0.0300465883423704,0.1060290917114463,0.0022392822110968,5.900292880895971e-11,0.0544524227935749,2017-07-07 03:30:00,2017-07-07 03:40:00,0.16372722991479108,0.0022392822118572505
23.53.113.190,2.0,1.0,1.0,7.0,2.0,2.0,7.0,2.4494897427831783,0.0856089310165113,0.115053960816557,3.3495245828500546,0.5004723590327679,6058697298.774208,0.0468276745782581,0.0084246924001101,0.1307020698484034,0.0068449142618808,0.2032583854479587,0.0792115473073222,2017-07-07 03:30:00,2017-07-07 03:40:00,0.5004723589718476,0.006844914261086213
192.168.10.15,114.0,67.0,47.0,761.0,68.0,117.0,777.0,29.77856825501306,0.607998402819493,1.1728374537562485,12.529284238253425,17.975151647018127,6.098722421152127,0.3325722096195863,0.0858796577979508,0.4889062143455861,0.245844490005271,2.0460115623691008e-10,0.2306405143945991,2017-07-07 03:30:00,2017-07-07 03:40:00,17.975151646882196,0.2458444900047964
205.174.165.73,5.0,0.0,5.0,15.0,6.0,5.0,15.0,0.0,0.2484479251447509,0.5881532339286516,7.888985509845257e-09,0.9294229964011756,1.8570807764587736,0.1358998231864142,0.0430668361594191,3.0783674209176446e-10,0.0127116325378719,6.230171630225211e-11,0.0383356584507687,2017-07-07 03:30:00,2017-07-07 03:40:00,0.9294229965226231,0.012711632539604544
151.101.0.175,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.4142135623730951,0.0856089310165113,0.5868267830212922,3.354674220312668,0.7276612495725534,1.0,0.0468276745782581,0.0429697083352309,0.130903014268629,0.0099521557487076,3.3548199460151577e-11,0.0461305105928747,2017-07-07 03:30:00,2017-07-07 03:40:00,0.727661249504173,0.00995215574782843
199.244.48.55,2.0,1.0,1.0,93.0,2.0,2.0,93.0,46.36809247747852,0.0856089310165113,4.852491657145998,0.4148647659879169,9.132332851760628,2.074186926069917,0.0468276745782581,0.3553180550710132,0.0161884716115909,0.1249020735172443,6.958523671343225e-11,0.1086472549695383,2017-07-07 03:30:00,2017-07-07 03:40:00,9.132332851505076,0.1249020735144526
208.111.171.129,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.1546448710086977,0.2531140424922152,4.703251177649022e-09,1.0555309463282143,1.0,0.0845900025710554,0.0185339812294271,1.8352594487084168e-10,0.0144363993295093,3.3548199460151577e-11,0.0235120766694132,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0555309464496607,0.014436399331251638
209.85.232.108,3.0,0.0,3.0,7.0,4.0,3.0,7.0,0.0,0.1853571196513135,0.5639074526043508,6.6839767798994405e-09,0.8683140843559221,1.19949761980287,0.1013894552441133,0.0412914670351588,2.608159989105628e-10,0.0118758515880608,4.024098540112375e-11,0.030911354833678,2017-07-07 03:30:00,2017-07-07 03:40:00,0.8683140844773668,0.01187585158978876
23.21.56.196,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1546448710086977,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.0845900025710554,0.0269723862504009,1.4076176330559087e-10,0.0145051795988373,3.3548199460151577e-11,0.0252135137189207,2017-07-07 03:30:00,2017-07-07 03:40:00,1.06055988068149,0.014505179600580056
34.200.14.225,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0856089310165113,0.6585052438794005,2.978279330156823,0.815540065075365,541196101.146197,0.0468276745782581,0.0482182802240832,0.1162156787955239,0.0111540661972984,0.0181561547483089,0.0481143709086945,2017-07-07 03:30:00,2017-07-07 03:40:00,0.8155400650039999,0.011154066196385223
34.207.42.44,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1546448710086977,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.0845900025710554,0.0269723862504009,1.4076176330559087e-10,0.0145051795988373,3.3548199460151577e-11,0.0252135137189207,2017-07-07 03:30:00,2017-07-07 03:40:00,1.06055988068149,0.014505179600580056
50.16.246.177,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0856089310165113,0.6585052438794005,2.978279330156823,0.815540065075365,541196101.146197,0.0468276745782581,0.0482182802240832,0.1162156787955239,0.0111540661972984,0.0181561547483089,0.0481143709086945,2017-07-07 03:30:00,2017-07-07 03:40:00,0.8155400650039999,0.011154066196385223
52.205.85.186,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1546448710086977,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.0845900025710554,0.0269723862504009,1.4076176330559087e-10,0.0145051795988373,3.3548199460151577e-11,0.0252135137189207,2017-07-07 03:30:00,2017-07-07 03:40:00,1.06055988068149,0.014505179600580056
52.22.202.224,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1546448710086977,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.0845900025710554,0.0269723862504009,1.4076176330559087e-10,0.0145051795988373,3.3548199460151577e-11,0.0252135137189207,2017-07-07 03:30:00,2017-07-07 03:40:00,1.06055988068149,0.014505179600580056
52.71.196.79,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1546448710086977,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.0845900025710554,0.0269723862504009,1.4076176330559087e-10,0.0145051795988373,3.3548199460151577e-11,0.0252135137189207,2017-07-07 03:30:00,2017-07-07 03:40:00,1.06055988068149,0.014505179600580056
54.186.134.8,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1546448710086977,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.0845900025710554,0.0269723862504009,1.4076176330559087e-10,0.0145051795988373,3.3548199460151577e-11,0.0252135137189207,2017-07-07 03:30:00,2017-07-07 03:40:00,1.06055988068149,0.014505179600580056
54.210.195.63,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1546448710086977,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.0845900025710554,0.0269723862504009,1.4076176330559087e-10,0.0145051795988373,3.3548199460151577e-11,0.0252135137189207,2017-07-07 03:30:00,2017-07-07 03:40:00,1.06055988068149,0.014505179600580056
54.225.210.192,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0856089310165113,0.6585052438794005,2.978279330156823,0.815540065075365,541196101.146197,0.0468276745782581,0.0482182802240832,0.1162156787955239,0.0111540661972984,0.0181561547483089,0.0481143709086945,2017-07-07 03:30:00,2017-07-07 03:40:00,0.8155400650039999,0.011154066196385223
54.83.19.188,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1546448710086977,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.0845900025710554,0.0269723862504009,1.4076176330559087e-10,0.0145051795988373,3.3548199460151577e-11,0.0252135137189207,2017-07-07 03:30:00,2017-07-07 03:40:00,1.06055988068149,0.014505179600580056
54.86.240.237,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.1546448710086977,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.0845900025710554,0.0269723862504009,1.4076176330559087e-10,0.0145051795988373,3.3548199460151577e-11,0.0252135137189207,2017-07-07 03:30:00,2017-07-07 03:40:00,1.06055988068149,0.014505179600580056
104.24.96.3,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.0856089310165113,0.115053960816557,4.015824936504869,0.357902439331388,1.0,0.0468276745782581,0.0084246924001101,0.1567018298768271,0.0048949986290471,3.3548199460151577e-11,0.0433698391035581,2017-07-07 03:30:00,2017-07-07 03:40:00,0.3579024392756041,0.004894998628311721
