node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,score_edpl,score_ewpl,score_elwpl,score_graph_deviance,score_lof,score_edpl_norm,score_ewpl_norm,score_elwpl_norm,score_graph_deviance_norm,score_lof_norm,oddball_score,window_start,window_end,num_flows,total_bytes,total_packets,num_flows_norm,total_bytes_norm,total_packets_norm,combined_score
151.101.0.249,6.0,3.0,3.0,40.0,4.0,6.0,40.0,9.695359714832657,0.3255957126368503,0.43365912150611735,1.2958199533948704,1.412254800435051,1.1764987753731437,0.17809929284707238,0.03175418455185647,0.05056429528140982,0.019315278557221333,3.946941558084229e-11,0.055946610255405885,2017-07-07 03:30:00,2017-07-07 03:40:00,8.0,277.0,19.0,0.003654636820465966,0.0001313460408652148,0.0009232264334305151,0.015163954887541894
151.101.1.108,4.0,2.0,2.0,15.0,3.0,4.0,15.0,4.582575694955836,0.2448781103956398,0.2587906980016625,3.047433734092862,0.4068814521356948,1.8763622781281069,0.13394715164395804,0.018949647723557964,0.11891415838867324,0.005564880066505461,6.294857596614614e-11,0.055475167577128656,2017-07-07 03:30:00,2017-07-07 03:40:00,4.0,37.0,5.0,0.001827318410232983,1.7544417010877066e-05,0.00024295432458697764,0.014390746182239874
151.101.1.5,3.0,1.0,2.0,249.0,3.0,3.0,249.0,9.797958971132713,0.03772465741989158,7.067023538708913,5.5671158353655565,2.4934240800576344,2.241848063285332,0.020635206633922792,0.5174745751942197,0.21723487759835172,0.03410233100483022,7.520996598645084e-11,0.15788939810130687,2017-07-07 03:30:00,2017-07-07 03:40:00,6.0,252.0,17.0,0.002740977615349475,0.0001194917050470546,0.000826044703595724,0.04039397803132478
151.101.130.2,4.0,2.0,2.0,18.0,3.0,4.0,18.0,5.291502622129184,0.2448781103956398,0.04168668428453832,2.8440054292317414,0.5335923042770372,1.5073680076627345,0.13394715164395804,0.0030524589486987915,0.11097616603977793,0.007297892696081203,5.056948258092071e-11,0.05105473387581709,2017-07-07 03:30:00,2017-07-07 03:40:00,5.0,142.0,11.0,0.0022841480127912287,6.733262744714982e-05,0.0005344995140913508,0.013485178507536706
151.101.2.2,4.0,2.0,2.0,19.0,3.0,4.0,19.0,6.557438524302001,0.2448781103956398,0.027930193802694857,3.1430107643517626,0.7817724600392738,1.242653583785818,0.13394715164395804,0.0020451559406836537,0.12264367742213933,0.010692229779903096,4.16887902887188e-11,0.05386564296567457,2017-07-07 03:30:00,2017-07-07 03:40:00,4.0,166.0,11.0,0.001827318410232983,7.871278983258359e-05,0.0005344995140913508,0.014076543419957873
151.101.44.249,3.0,2.0,1.0,35.0,3.0,3.0,35.0,9.327379053088814,0.03772465741989158,1.532985835377913,1.7303742672275282,1.3231080265081732,1.0580642033702043,0.020635206633922792,0.11225110396135281,0.06752107433306655,0.01809602635829459,3.5496148936309995e-11,0.04370068226442658,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,86.0,6.0,0.0009136592051164915,4.077891521447102e-05,0.0002915451895043732,0.01123666639356548
152.163.13.4,2.0,2.0,0.0,4.0,3.0,2.0,4.0,0.0,0.16355993744407082,0.4802036577357381,5.799176265785799e-09,0.9367101867636293,1.3059167479437606,0.08946650114336777,0.035162354056473,2.262901264360925e-10,0.012811298767865933,4.381115553836977e-11,0.027488030847561594,2017-07-07 03:30:00,2017-07-07 03:40:00,5.0,60.0,10.0,0.0022841480127912287,2.8450405963584428e-05,0.00048590864917395527,0.007571634478872591
152.163.56.2,3.0,2.0,1.0,27.0,3.0,3.0,27.0,6.782329983125268,0.03772465741989158,1.0499228675353727,2.0786372491489082,0.8264967445944462,1.0738998463323575,0.020635206633922792,0.0768793802494992,0.08111067233803786,0.011303919691801055,3.602740624498406e-11,0.03798583578985766,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,24.0,4.0,0.0009136592051164915,1.1380162385433772e-05,0.00019436345966958212,0.009776309654257293
152.163.66.165,3.0,1.0,2.0,26.0,3.0,3.0,26.0,1.0,0.03772465741989158,0.9844438827337156,0.16728697810892143,0.5860827524105328,1.6546352868799068,0.020635206633922792,0.07208475778096042,0.006527718712521354,0.008015799710438328,5.551003463805224e-11,0.021452696578670584,2017-07-07 03:30:00,2017-07-07 03:40:00,7.0,42.0,7.0,0.0031978072179077205,1.99152841745091e-05,0.0003401360544217687,0.006252638783793645
169.60.66.35,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.15464487100869773,0.2531140424922152,4.703251177649022e-09,1.0555309463282145,1.0,0.08459000257105542,0.018533981229427135,1.8352594487084168e-10,0.01443639932950933,3.3548199460151577e-11,0.023512076669413205,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.00601794452074974
172.217.10.238,8.0,4.0,4.0,37.0,5.0,8.0,37.0,6.08276253029822,0.3679098366158786,0.2554732152391451,0.9154117786953849,0.8233225031420595,1.0943385488805357,0.20124491567200686,0.018706728908607837,0.0357203571073034,0.011260505884432979,3.671308791477705e-11,0.05338650152181283,2017-07-07 03:30:00,2017-07-07 03:40:00,12.0,48.0,15.0,0.00548195523069895,2.2760324770867543e-05,0.0007288629737609329,0.014905020012760894
172.217.11.1,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138804,1.0,0.04682767457825812,0.008424692400110111,0.1567018298768271,0.0048949986290471054,3.3548199460151577e-11,0.04336983910355813,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.01098238512928597
192.168.10.14,111.0,58.0,53.0,494.0,60.0,112.0,501.0,26.115129714401192,0.3611750506630318,2.136218543285555,9.964366197032271,15.104232282295177,4.2414001030972655,0.19756102006427748,0.15642211705589734,0.3888203398619104,0.2065791908341425,1.4229133664901452e-10,0.1898765335917038,2017-07-07 03:30:00,2017-07-07 03:40:00,466.0,368594.0,3782.0,0.21288259479214253,0.17477748226235731,0.1837706511175899,0.19032681544094837
172.217.11.10,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138804,1.0,0.04682767457825812,0.008424692400110111,0.1567018298768271,0.0048949986290471054,3.3548199460151577e-11,0.04336983910355813,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.01098238512928597
172.217.12.138,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138804,1.0,0.04682767457825812,0.008424692400110111,0.1567018298768271,0.0048949986290471054,3.3548199460151577e-11,0.04336983910355813,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.01098238512928597
172.217.12.162,7.0,4.0,3.0,33.0,5.0,7.0,33.0,6.324555320336759,0.22759703020056096,0.1722017068326756,1.325017506505564,0.8115959344841133,1.1078138408054155,0.12449448367897835,0.012609269603089229,0.05170361536450926,0.011100122687237375,3.716515969605668e-11,0.03998149827419588,2017-07-07 03:30:00,2017-07-07 03:40:00,7.0,48.0,11.0,0.0031978072179077205,2.2760324770867543e-05,0.0005344995140913508,0.010934141332741456
172.217.3.98,10.0,5.0,5.0,66.0,6.0,10.0,66.0,9.219544457292887,0.3893428228478051,0.2620291463182196,0.6201697736871936,1.7453087351142011,1.2317600632775876,0.212968656321395,0.01918677933316981,0.024199694933828987,0.023870426481607684,4.1323332289885436e-11,0.05604511142226497,2017-07-07 03:30:00,2017-07-07 03:40:00,8.0,66.0,13.0,0.003654636820465966,3.129544655994287e-05,0.0006316812439261419,0.015090681233304256
172.217.6.198,5.0,2.0,3.0,20.0,4.0,5.0,20.0,4.47213595499958,0.15792899609134545,0.26546013721733625,2.2209226314540214,0.3500465233797798,1.1972173574217368,0.08638640323648204,0.019438009649340508,0.08666280175714061,0.0047875539916624864,4.016448670394001e-11,0.03945495373495802,2017-07-07 03:30:00,2017-07-07 03:40:00,7.0,42.0,14.0,0.0031978072179077205,1.99152841745091e-05,0.0006802721088435374,0.010838237086470946
172.217.6.200,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138804,1.0,0.04682767457825812,0.008424692400110111,0.1567018298768271,0.0048949986290471054,3.3548199460151577e-11,0.04336983910355813,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.01098238512928597
172.217.6.206,5.0,3.0,2.0,17.0,4.0,5.0,17.0,4.898979485566357,0.15792899609134545,0.4560248667070804,2.845373229609846,0.4505094195719145,1.7162792449679904,0.08638640323648204,0.03339189021865901,0.11102953908903784,0.006161575750355409,5.757807843950449e-11,0.04739388167042248,2017-07-07 03:30:00,2017-07-07 03:40:00,3.0,24.0,5.0,0.0013704888076747374,1.1380162385433772e-05,0.00024295432458697764,0.012254676241267408
192.168.10.17,112.0,68.0,44.0,680.0,72.0,115.0,752.0,22.82542442102666,0.7933987499527512,1.2003645470155113,11.79526829567293,16.653889304046128,5.917408966770909,0.43398531008895014,0.0878952971704031,0.460264118840986,0.22777370689034776,1.985184163045199e-10,0.2419836866378411,2017-07-07 03:30:00,2017-07-07 03:40:00,1346.0,792693.0,9277.0,0.6148926450433988,0.37587396090819386,0.45077745383867834,0.42088193660702805
172.217.7.132,8.0,4.0,4.0,31.0,5.0,8.0,31.0,7.1414284285428495,0.3679098366158786,0.5097111615549033,1.7132858682470171,1.0173429789934278,1.304183796966886,0.20124491567200686,0.03732300668770138,0.06685426653336152,0.013914106024945416,4.375301815334292e-11,0.06386725899235364,2017-07-07 03:30:00,2017-07-07 03:40:00,5.0,42.0,9.0,0.0022841480127912287,1.99152841745091e-05,0.00043731778425655976,0.016652160018393983
172.217.9.232,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559087e-10,0.014505179598837365,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.0,1.0,0.00045682960255824577,0.0,4.859086491739553e-05,0.0064297335465990976
173.241.254.199,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.15464487100869773,0.2531140424922152,4.703251177649022e-09,1.0555309463282145,1.0,0.08459000257105542,0.018533981229427135,1.8352594487084168e-10,0.01443639932950933,3.3548199460151577e-11,0.023512076669413205,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,24.0,4.0,0.0009136592051164915,1.1380162385433772e-05,0.00019436345966958212,0.006157869874146178
185.167.164.39,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,0.08560893101651135,0.12391409999270926,3.8781073274896936,0.4175933076609735,1.368022204451289,0.04682767457825812,0.009073465781326083,0.1513279399089736,0.005711385125841589,4.5894681780848104e-11,0.04258809308805882,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,18.0,3.0,0.0009136592051164915,8.53512178907533e-06,0.0001457725947521866,0.010914015002429143
185.54.150.17,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.08560893101651135,0.360963016402925,4.008250383873634,0.5105302274964267,1.0,0.04682767457825812,0.026431096847323168,0.1564062626455409,0.006982474800536933,3.3548199460151577e-11,0.047329501781041464,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.011972300798656804
185.86.137.17,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.08560893101651135,0.360963016402925,4.008250383873634,0.5105302274964267,1.0,0.04682767457825812,0.026431096847323168,0.1564062626455409,0.006982474800536933,3.3548199460151577e-11,0.047329501781041464,2017-07-07 03:30:00,2017-07-07 03:40:00,12.0,132.0,22.0,0.00548195523069895,6.259089311988574e-05,0.0010689990281827016,0.01348576173326075
192.168.10.12,14.0,11.0,3.0,47.0,12.0,17.0,119.0,5.385164807134503,0.014725649256136874,0.17156786900332016,2.6555089036322905,1.937450878793168,1.6928373988147407,0.00805485950042934,0.012562857565589823,0.10362082785798807,0.02649833684636453,5.6791646709041086e-11,0.03014737636543268,2017-07-07 03:30:00,2017-07-07 03:40:00,59.0,39974.0,384.0,0.0269529465509365,0.0189546087998054,0.018658892128279883,0.023678455961113617
192.168.10.3,19.0,6.0,13.0,117.0,16.0,47.0,246.0,7.9340061579133,1.1064828344719408,1.047604806338045,5.2824676296712765,4.560302409239984,2.2986868046840834,0.6052408023771183,0.07670964291569933,0.20612759692533747,0.06237083514426954,7.711680341996012e-11,0.19008977548790829,2017-07-07 03:30:00,2017-07-07 03:40:00,1296.0,81430.0,1523.0,0.5920511649154865,0.03861194262691133,0.0740038872691934,0.22368919257487488
192.168.10.50,24.0,14.0,10.0,64.0,15.0,43.0,227.0,6.9953836892849734,1.072043546902197,0.9648289174794888,4.8641795694675825,4.048328305922113,2.1105284381713583,0.5864026772904731,0.070648474774857,0.18980554467308092,0.0553686125873896,7.080442901009491e-11,0.18044506187932102,2017-07-07 03:30:00,2017-07-07 03:40:00,122.0,72285.0,540.0,0.05573321151210599,0.03427562658462834,0.026239067055393587,0.07417324175786223
192.229.163.97,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,0.08560893101651135,0.5634811039327224,3.492312419529567,0.587245665509845,1.2972510853894295,0.04682767457825812,0.04126024814979264,0.13627380558031685,0.00803170476556304,4.3520438162542706e-11,0.046478686623490216,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.0,2.0,0.00045682960255824577,0.0,9.718172983479106e-05,0.011758174488970813
79.127.127.5,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.15464487100869773,0.0752800414387847,5.344326257808565e-09,1.050502012096385,5500000001.0,0.08459000257105542,0.005512293435951285,2.0854138746054435e-10,0.014367619060181296,0.18451509706438188,0.05779700246802226,2017-07-07 03:30:00,2017-07-07 03:40:00,,,,0.0,0.0,0.0,0.014449250617005565
104.97.114.112,4.0,2.0,2.0,13.0,3.0,4.0,13.0,3.3166247903554007,0.2448781103956398,0.4103388982806222,2.7172258985391338,0.1637272298601167,1.7587509839102746,0.13394715164395804,0.030046588342370492,0.10602909171144637,0.002239282211096863,5.900292880895972e-11,0.05445242279357494,2017-07-07 03:30:00,2017-07-07 03:40:00,4.0,24.0,4.0,0.001827318410232983,1.1380162385433772e-05,0.00019436345966958212,0.014121371206465736
23.53.113.190,2.0,1.0,1.0,7.0,2.0,2.0,7.0,2.4494897427831783,0.08560893101651135,0.11505396081655703,3.3495245828500546,0.5004723590327679,6058697298.774208,0.04682767457825812,0.008424692400110111,0.1307020698484034,0.0068449142618808665,0.2032583854479587,0.07921154730732224,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,6.0,1.0,0.00045682960255824577,2.845040596358443e-06,4.859086491739553e-05,0.01992995320384856
192.168.10.15,114.0,67.0,47.0,761.0,68.0,117.0,777.0,29.778568255013074,0.607998402819493,1.1728374537562485,12.529284238253425,17.97515164701813,6.098722421152127,0.3325722096195863,0.08587965779795083,0.48890621434558623,0.2458444900052711,2.046011562369101e-10,0.2306405143945991,2017-07-07 03:30:00,2017-07-07 03:40:00,442.0,245389.0,3160.0,0.20191868433074464,0.11635694448330032,0.15354713313896987,0.1756158190869035
205.174.165.73,5.0,0.0,5.0,15.0,6.0,5.0,15.0,0.0,0.24844792514475092,0.5881532339286516,7.888985509845257e-09,0.9294229964011755,1.8570807764587733,0.13589982318641428,0.04306683615941918,3.0783674209176446e-10,0.012711632537871932,6.23017163022521e-11,0.038335658450768764,2017-07-07 03:30:00,2017-07-07 03:40:00,,,,0.0,0.0,0.0,0.009583914612692191
151.101.0.175,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.4142135623730951,0.08560893101651135,0.5868267830212922,3.3546742203126674,0.7276612495725534,1.0,0.04682767457825812,0.04296970833523095,0.13090301426862908,0.009952155748707617,3.3548199460151577e-11,0.04613051059287479,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.0,1.0,0.00045682960255824577,0.0,4.859086491739553e-05,0.011658982765087608
199.244.48.55,2.0,1.0,1.0,93.0,2.0,2.0,93.0,46.36809247747852,0.08560893101651135,4.852491657145998,0.4148647659879169,9.132332851760628,2.074186926069917,0.04682767457825812,0.3553180550710132,0.016188471611590986,0.12490207351724436,6.958523671343225e-11,0.10864725496953838,2017-07-07 03:30:00,2017-07-07 03:40:00,23.0,1750948.0,847.0,0.010507080858839652,0.8302530236854372,0.04115646258503401,0.24764095552471233
208.111.171.129,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.15464487100869773,0.2531140424922152,4.703251177649022e-09,1.0555309463282145,1.0,0.08459000257105542,0.018533981229427135,1.8352594487084168e-10,0.01443639932950933,3.3548199460151577e-11,0.023512076669413205,2017-07-07 03:30:00,2017-07-07 03:40:00,,,,0.0,0.0,0.0,0.005878019167353301
209.85.232.108,3.0,0.0,3.0,7.0,4.0,3.0,7.0,0.0,0.18535711965131355,0.5639074526043508,6.68397677989944e-09,0.8683140843559221,1.19949761980287,0.10138945524411336,0.041291467035158895,2.6081599891056276e-10,0.01187585158806089,4.0240985401123746e-11,0.030911354833678028,2017-07-07 03:30:00,2017-07-07 03:40:00,,,,0.0,0.0,0.0,0.007727838708419507
23.21.56.196,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.060559880560044,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559087e-10,0.014505179598837365,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,,,,0.0,0.0,0.0,0.006303378429730187
34.200.14.225,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.08560893101651135,0.6585052438794005,2.978279330156823,0.815540065075365,541196101.146197,0.04682767457825812,0.04821828022408325,0.11621567879552391,0.011154066197298461,0.01815615474830898,0.04811437090869455,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.0,1.0,0.00045682960255824577,0.0,4.859086491739553e-05,0.012154947844042547
