node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,out_in_degree_ratio,out_degree_share,graph_deviation_score_raw,graph_deviation_score
199.16.156.120,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,1.0,0.49999999975,1.2554447267960769,0.013060387891688643
176.9.100.16,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.2554376461028207,0.01306031423125701
104.20.254.41,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.2554376461028207,0.01306031423125701
52.192.163.162,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.2554376461028207,0.01306031423125701
202.241.208.54,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.2554376461028207,0.01306031423125701
192.229.163.248,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.2554376461028207,0.01306031423125701
88.99.115.103,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.2554376461028207,0.01306031423125701
52.86.63.221,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,1.2554376461028207,0.01306031423125701
52.216.84.133,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,1.255399299671926,0.013059915313446408
52.84.145.250,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,1.255399299671926,0.013059915313446408
54.65.9.222,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,1.255399299671926,0.013059915313446408
23.194.101.11,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,1.255399299671926,0.013059915313446408
52.84.145.71,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,1.255399299671926,0.013059915313446408
104.97.73.123,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,1.255399299671926,0.013059915313446408
34.210.90.78,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,1.255399299671926,0.013059915313446408
184.73.213.214,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,1.255399299671926,0.013059915313446408
52.216.85.35,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,1.255399299671926,0.013059915313446408
192.229.173.136,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,1.255399299671926,0.013059915313446408
38.69.238.105,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
151.101.124.84,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
23.204.233.253,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
72.5.205.53,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
23.207.24.147,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
104.72.154.233,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
85.25.30.170,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
74.217.253.60,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
63.140.35.161,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
222.255.27.192,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
52.204.250.205,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
210.157.19.63,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.2553982286219738,0.013059904171316826
72.246.45.9,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,1.2553614917737042,0.013059521997989655
52.216.32.115,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,1.2553614917737042,0.013059521997989655
54.65.28.17,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,1.2553614917737042,0.013059521997989655
8.43.72.32,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,1.2553614917737042,0.013059521997989655
222.255.27.165,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,1.2553614917737042,0.013059521997989655
34.199.97.28,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,1.2553614917737042,0.013059521997989655
52.84.145.118,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,1.2553614917737042,0.013059521997989655
104.196.28.126,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.2553529612519956,0.01305943325499679
72.5.205.37,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.2553529612519956,0.01305943325499679
209.15.36.33,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.2553529612519956,0.01305943325499679
151.101.129.108,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.2553529612519956,0.01305943325499679
52.216.0.192,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.2553529612519956,0.01305943325499679
104.97.75.177,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.2553529612519956,0.01305943325499679
72.5.205.41,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.2553529612519956,0.01305943325499679
52.216.82.8,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,1.2553529612519956,0.01305943325499679
119.167.164.21,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.58257569495584,1.0,0.49999999975,1.2553525631052995,0.013059429113077854
139.196.177.242,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.58257569495584,1.0,0.49999999975,1.2553525631052995,0.013059429113077854
72.21.81.131,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.58257569495584,1.0,0.49999999975,1.2553525631052995,0.013059429113077854
34.204.222.123,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
54.165.167.80,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
54.165.82.215,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
34.210.63.234,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
23.21.91.46,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
54.86.173.38,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
52.197.77.168,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
52.208.59.61,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
52.219.74.22,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
52.84.141.133,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
8.43.72.72,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
52.216.230.125,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
54.173.192.229,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
34.252.214.195,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
216.58.219.227,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
52.6.93.103,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
23.23.92.100,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
52.7.37.173,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,1.2553241563180868,0.013059133597351962
52.87.124.213,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
192.243.250.58,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
64.94.107.17,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
64.95.32.15,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
72.5.205.14,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
72.5.205.43,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
35.185.125.238,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
104.88.60.48,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
185.187.80.130,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
120.55.246.187,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
195.216.249.102,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
54.178.136.151,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
66.235.141.144,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
162.93.229.167,2.0,1.0,1.0,12.0,2.0,2.0,12.0,4.47213595499958,1.0,0.49999999975,1.2553087242929437,0.013058973058038664
184.73.250.70,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
184.169.150.63,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
52.202.72.22,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
13.56.43.29,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
107.22.224.253,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
94.31.29.138,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
54.87.193.254,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
23.23.158.50,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
52.43.235.20,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
54.172.137.57,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
52.9.4.63,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
52.45.125.171,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
52.202.77.112,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
50.16.246.177,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
52.197.158.114,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
52.84.145.217,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
129.146.12.97,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,1.2552872397195025,0.013058749554082783
125.6.146.14,2.0,1.0,1.0,11.0,2.0,2.0,11.0,5.291502622129181,1.0,0.49999999975,1.2552707456316101,0.013058577966133751
151.101.116.133,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,1.0,0.49999999975,1.2552653664641396,0.013058522006669984
35.185.58.112,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,1.0,0.49999999975,1.2552653664641396,0.013058522006669984
104.199.123.9,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,1.0,0.49999999975,1.2552653664641396,0.013058522006669984
213.180.193.90,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,1.0,0.49999999975,1.2552653664641396,0.013058522006669984
151.101.129.63,2.0,1.0,1.0,12.0,2.0,2.0,12.0,5.196152422706631,1.0,0.49999999975,1.2552519718634056,0.013058382662676971
54.148.59.150,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
34.198.40.12,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
23.23.243.116,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
23.23.133.205,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.72.45.219,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.207.135.168,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.10.154.150,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.7.92.162,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
23.23.170.207,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.38.154.51,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
23.21.110.210,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
205.180.85.157,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
139.162.159.252,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.8.32.247,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
54.172.179.91,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.86.68.110,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
54.186.39.123,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
54.85.156.197,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.45.225.183,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
34.225.206.80,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.3.112.128,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.7.128.98,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.5.16.24,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.203.166.101,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.5.63.23,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
54.215.166.131,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
80.85.85.173,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
54.210.112.199,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
34.198.153.163,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.202.139.31,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
107.20.211.51,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
185.49.145.151,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
52.41.108.104,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
35.157.186.26,2.0,1.0,1.0,16.0,2.0,2.0,16.0,3.872983346207417,1.0,0.49999999975,1.2552506978157552,0.013058369408762918
72.5.205.47,2.0,1.0,1.0,14.0,2.0,2.0,14.0,4.898979485566356,1.0,0.49999999975,1.2552227702355454,0.013058078878226104
23.192.14.110,2.0,1.0,1.0,14.0,2.0,2.0,14.0,4.898979485566356,1.0,0.49999999975,1.2552227702355454,0.013058078878226104
54.249.112.198,2.0,1.0,1.0,14.0,2.0,2.0,14.0,4.898979485566356,1.0,0.49999999975,1.2552227702355454,0.013058078878226104
23.21.181.72,2.0,1.0,1.0,14.0,2.0,2.0,14.0,4.898979485566356,1.0,0.49999999975,1.2552227702355454,0.013058078878226104
133.237.60.7,2.0,1.0,1.0,14.0,2.0,2.0,14.0,4.898979485566356,1.0,0.49999999975,1.2552227702355454,0.013058078878226104
54.208.97.14,2.0,1.0,1.0,14.0,2.0,2.0,14.0,4.898979485566356,1.0,0.49999999975,1.2552227702355454,0.013058078878226104
104.90.90.137,2.0,1.0,1.0,14.0,2.0,2.0,14.0,4.898979485566356,1.0,0.49999999975,1.2552227702355454,0.013058078878226104
104.196.69.241,2.0,1.0,1.0,14.0,2.0,2.0,14.0,4.898979485566356,1.0,0.49999999975,1.2552227702355454,0.013058078878226104
23.21.143.34,2.0,1.0,1.0,14.0,2.0,2.0,14.0,4.898979485566356,1.0,0.49999999975,1.2552227702355454,0.013058078878226104
63.140.54.247,2.0,1.0,1.0,12.0,2.0,2.0,12.0,5.656854249492381,1.0,0.49999999975,1.2552158594970035,0.013058006985832876
34.199.59.202,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
52.22.158.228,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
34.196.35.120,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
4.16.75.78,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
54.69.227.52,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
54.82.245.174,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
72.21.202.25,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
34.198.59.40,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
50.17.209.234,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
207.171.14.243,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
52.84.141.160,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
52.84.142.241,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
42.120.219.31,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
174.129.235.236,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
54.153.94.27,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
52.84.143.31,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
42.156.235.3,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
23.63.226.123,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
52.69.33.104,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
52.86.68.249,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
23.204.71.122,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
204.237.173.131,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
52.44.236.149,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
151.101.20.68,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
52.86.68.253,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
52.37.48.84,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
122.220.195.253,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
52.0.184.249,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
23.194.100.109,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
34.202.142.4,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
23.208.34.106,2.0,1.0,1.0,17.0,2.0,2.0,17.0,4.0,1.0,0.49999999975,1.2552144936993033,0.013057992777443317
192.107.16.75,2.0,1.0,1.0,13.0,2.0,2.0,13.0,5.477225575051661,1.0,0.49999999975,1.2552036919434757,0.013057880406808428
62.216.176.7,2.0,1.0,1.0,13.0,2.0,2.0,13.0,5.477225575051661,1.0,0.49999999975,1.2552036919434757,0.013057880406808428
209.85.201.156,2.0,1.0,1.0,15.0,2.0,2.0,15.0,5.0990195135927845,1.0,0.49999999975,1.2551808421416903,0.013057642700385999
54.64.118.111,2.0,1.0,1.0,15.0,2.0,2.0,15.0,5.0990195135927845,1.0,0.49999999975,1.2551808421416903,0.013057642700385999
72.5.205.54,2.0,1.0,1.0,15.0,2.0,2.0,15.0,5.0990195135927845,1.0,0.49999999975,1.2551808421416903,0.013057642700385999
23.192.15.138,2.0,1.0,1.0,15.0,2.0,2.0,15.0,5.0990195135927845,1.0,0.49999999975,1.2551808421416903,0.013057642700385999
72.5.205.16,2.0,1.0,1.0,15.0,2.0,2.0,15.0,5.0990195135927845,1.0,0.49999999975,1.2551808421416903,0.013057642700385999
173.194.204.155,2.0,1.0,1.0,15.0,2.0,2.0,15.0,5.0990195135927845,1.0,0.49999999975,1.2551808421416903,0.013057642700385999
185.54.150.17,2.0,1.0,1.0,15.0,2.0,2.0,15.0,5.0990195135927845,1.0,0.49999999975,1.2551808421416903,0.013057642700385999
133.237.17.2,2.0,1.0,1.0,15.0,2.0,2.0,15.0,5.0990195135927845,1.0,0.49999999975,1.2551808421416903,0.013057642700385999
52.216.0.144,2.0,1.0,1.0,15.0,2.0,2.0,15.0,5.0990195135927845,1.0,0.49999999975,1.2551808421416903,0.013057642700385999
64.4.54.18,2.0,1.0,1.0,18.0,2.0,2.0,18.0,4.123105625617661,1.0,0.49999999975,1.255178596150949,0.013057619335350759
52.84.141.115,2.0,1.0,1.0,18.0,2.0,2.0,18.0,4.123105625617661,1.0,0.49999999975,1.255178596150949,0.013057619335350759
52.202.9.62,2.0,1.0,1.0,18.0,2.0,2.0,18.0,4.123105625617661,1.0,0.49999999975,1.255178596150949,0.013057619335350759
