final_rank,node,final_score,static_avg_rank,consistency_score,majority_label,is_malicious
44,136.243.13.131,0.03420796890184645,571.6666666666666,0.06666666666666667,BENIGN,False
45,66.198.24.234,0.0341846386681801,587.3333333333334,0.06666666666666667,BENIGN,False
46,104.97.98.225,0.03416574176840548,600.6666666666666,0.06666666666666667,BENIGN,False
47,23.194.141.198,0.03410692796974386,646.3333333333334,0.06666666666666667,BENIGN,False
48,180.97.144.211,0.03407627538385339,673.0,0.06666666666666667,,
49,52.84.145.166,0.03405206835968695,695.6666666666666,0.06666666666666667,BENIGN,False
50,52.84.145.109,0.03404088050314465,706.6666666666666,0.06666666666666667,BENIGN,False
51,162.248.184.53,0.0340349236046149,712.6666666666666,0.06666666666666667,BENIGN,False
52,199.59.150.46,0.03403426791277259,713.3333333333334,0.06666666666666667,BENIGN,False
53,68.67.178.109,0.03401114625696641,737.6666666666666,0.06666666666666667,BENIGN,False
54,119.205.194.17,0.033977386575067985,776.3333333333334,0.06666666666666667,BENIGN,False
55,172.217.10.142,0.03397573162027123,778.3333333333334,0.06666666666666667,BENIGN,False
56,151.101.0.188,0.03394708128750682,814.6666666666666,0.06666666666666667,BENIGN,False
57,172.217.11.46,0.033942099567099565,821.3333333333334,0.06666666666666667,BENIGN,False
58,172.217.12.130,0.03391835673426937,854.6666666666666,0.06666666666666667,BENIGN,False
59,172.217.12.174,0.03391293147861927,862.6666666666666,0.06666666666666667,BENIGN,False
60,121.78.124.148,0.03390216154721274,879.0,0.06666666666666667,,
61,121.78.124.168,0.03389681943400952,887.3333333333334,0.06666666666666667,,
62,91.189.89.199,0.03386695126289577,937.0,0.06666666666666667,,
63,153.149.96.48,0.03385946451537472,950.3333333333334,0.06666666666666667,BENIGN,False
64,63.251.240.12,0.03384060421598467,985.6666666666666,0.06666666666666667,BENIGN,False
65,137.135.41.83,0.03383333333333333,1000.0,0.06666666666666667,BENIGN,False
66,104.16.25.216,0.03382969335980587,1007.3333333333334,0.06666666666666667,BENIGN,False
67,199.96.57.6,0.033811192524158436,1046.3333333333333,0.06666666666666667,BENIGN,False
68,173.241.254.199,0.03381104033970276,1046.6666666666667,0.06666666666666667,BENIGN,False
69,194.232.104.149,0.03380756665612815,1054.3333333333333,0.06666666666666667,BENIGN,False
70,104.97.128.248,0.03380681818181818,1056.0,0.06666666666666667,BENIGN,False
71,198.41.214.184,0.03378801657067798,1099.6666666666667,0.06666666666666667,BENIGN,False
72,23.208.147.112,0.033780294000794596,1118.6666666666667,0.06666666666666667,BENIGN,False
73,31.13.71.36,0.033776333924000784,1128.6666666666667,0.06666666666666667,BENIGN,False
74,23.60.139.27,0.0337466703407734,1209.6666666666667,0.06666666666666667,BENIGN,False
75,173.241.242.143,0.03374463028973586,1215.6666666666667,0.06666666666666667,BENIGN,False
76,172.217.12.206,0.033742498636115656,1222.0,0.06666666666666667,BENIGN,False
77,151.101.1.63,0.03373753705200754,1237.0,0.06666666666666667,BENIGN,False
78,158.69.26.71,0.033730368801835185,1259.3333333333333,0.06666666666666667,BENIGN,False
79,151.101.21.127,0.03372043010752688,1291.6666666666667,0.06666666666666667,BENIGN,False
80,158.255.65.22,0.033710502053474145,1325.6666666666667,0.06666666666666667,BENIGN,False
81,23.203.70.223,0.03370870870870871,1332.0,0.06666666666666667,,
82,136.243.33.19,0.03370452858203415,1347.0,0.06666666666666667,BENIGN,False
83,104.24.21.85,0.03370425321463897,1348.0,0.06666666666666667,BENIGN,False
84,34.223.205.157,0.03369981268832967,1364.3333333333333,0.06666666666666667,BENIGN,False
85,85.17.21.169,0.03369981268832967,1364.3333333333333,0.06666666666666667,BENIGN,False
86,31.13.80.52,0.033697676301514046,1372.3333333333333,0.06666666666666667,BENIGN,False
87,185.75.252.204,0.03369609028617493,1378.3333333333333,0.06666666666666667,BENIGN,False
88,141.101.121.207,0.033694692042078214,1383.6666666666667,0.06666666666666667,BENIGN,False
89,23.208.165.24,0.03368610849796174,1417.3333333333333,0.06666666666666667,BENIGN,False
90,52.84.145.30,0.033681684471280386,1435.3333333333333,0.06666666666666667,BENIGN,False
91,88.198.33.189,0.03367517471893042,1462.6666666666667,0.06666666666666667,BENIGN,False
92,195.93.42.4,0.0336740875359685,1467.3333333333333,0.06666666666666667,BENIGN,False
93,68.67.178.243,0.03366438608107114,1510.3333333333333,0.06666666666666667,BENIGN,False
94,220.181.7.190,0.03366271409749671,1518.0,0.06666666666666667,BENIGN,False
95,192.95.33.215,0.0336623528551583,1519.6666666666667,0.06666666666666667,BENIGN,False
96,52.70.125.189,0.03365494568324757,1554.6666666666667,0.06666666666666667,BENIGN,False
97,94.31.29.55,0.033652278687362674,1567.6666666666667,0.06666666666666667,BENIGN,False
98,184.27.25.78,0.033648260899993,1587.6666666666667,0.06666666666666667,BENIGN,False
99,52.51.222.188,0.03364337880666942,1612.6666666666667,0.06666666666666667,BENIGN,False
100,52.208.59.61,0.033635083484208406,1657.0,0.06666666666666667,BENIGN,False
101,52.7.37.173,0.033635083484208406,1657.0,0.06666666666666667,BENIGN,False
102,54.86.173.38,0.033635083484208406,1657.0,0.06666666666666667,BENIGN,False
103,131.253.61.82,0.03363219764893405,1673.0,0.06666666666666667,,
104,209.15.224.6,0.03363219764893405,1673.0,0.06666666666666667,,
105,54.192.37.170,0.03362768184196756,1698.6666666666667,0.06666666666666667,BENIGN,False
106,52.0.38.200,0.03362641656897226,1706.0,0.06666666666666667,BENIGN,False
107,174.37.200.231,0.03362146241516199,1735.3333333333333,0.06666666666666667,,
108,54.231.176.243,0.03362146241516199,1735.3333333333333,0.06666666666666667,,
109,104.88.69.146,0.0336207997955794,1739.3333333333333,0.06666666666666667,BENIGN,False
110,178.172.160.2,0.033619592875318065,1746.6666666666667,0.06666666666666667,,
111,209.85.144.157,0.033619592875318065,1746.6666666666667,0.06666666666666667,,
112,23.253.135.79,0.03361720918496089,1761.3333333333333,0.06666666666666667,BENIGN,False
113,94.31.29.128,0.03361603216484483,1768.6666666666667,0.06666666666666667,BENIGN,False
114,202.131.28.25,0.033613812016953376,1782.6666666666667,0.06666666666666667,,
115,172.217.2.100,0.03361085414739439,1801.6666666666667,0.06666666666666667,BENIGN,False
116,195.248.250.109,0.033606856309263314,1828.0,0.06666666666666667,BENIGN,False
117,107.178.244.119,0.033601047058123626,1867.6666666666667,0.06666666666666667,BENIGN,False
118,54.192.37.97,0.03358921869669055,1954.0,0.06666666666666667,BENIGN,False
119,35.190.149.201,0.0335690341504295,2121.3333333333335,0.06666666666666667,BENIGN,False
120,224.0.0.251,0.025387596899224804,57.333333333333336,0.03333333333333333,,
121,61.251.165.12,0.023809523809523808,70.0,0.03333333333333333,BENIGN,False
122,210.158.199.65,0.020289855072463767,138.0,0.03333333333333333,,
123,152.163.13.4,0.01784498559832417,424.3333333333333,0.03333333333333333,BENIGN,False
124,141.170.25.54,0.01779703592062296,442.3333333333333,0.03333333333333333,,
125,192.243.250.72,0.017763157894736842,456.0,0.03333333333333333,BENIGN,False
126,151.101.1.42,0.017660702451954936,503.0,0.03333333333333333,BENIGN,False
127,198.51.152.179,0.017660044150110375,503.3333333333333,0.03333333333333333,BENIGN,False
128,192.107.16.44,0.017636285283344107,515.6666666666666,0.03333333333333333,BENIGN,False
129,172.217.12.142,0.017596034696406443,538.0,0.03333333333333333,BENIGN,False
130,162.213.33.50,0.01759545923632611,538.3333333333334,0.03333333333333333,BENIGN,False
131,52.84.141.95,0.017580743449116393,547.0,0.03333333333333333,BENIGN,False
132,205.185.208.27,0.017575206945285686,550.3333333333334,0.03333333333333333,BENIGN,False
133,169.60.66.39,0.017541812524309607,571.3333333333334,0.03333333333333333,BENIGN,False
134,162.248.16.28,0.017537241245888954,574.3333333333334,0.03333333333333333,BENIGN,False
135,199.59.148.84,0.017516525023607177,588.3333333333334,0.03333333333333333,BENIGN,False
136,172.217.10.33,0.01750418760469012,597.0,0.03333333333333333,BENIGN,False
137,172.217.6.230,0.0174931129476584,605.0,0.03333333333333333,BENIGN,False
138,151.101.129.5,0.017489937797292354,607.3333333333334,0.03333333333333333,BENIGN,False
139,152.195.32.39,0.017487684729064038,609.0,0.03333333333333333,BENIGN,False
140,142.0.160.53,0.017447509977442304,640.3333333333334,0.03333333333333333,BENIGN,False
141,209.167.231.17,0.017447509977442304,640.3333333333334,0.03333333333333333,BENIGN,False
142,172.217.10.66,0.017414423396477235,668.6666666666666,0.03333333333333333,BENIGN,False
143,184.84.243.218,0.017358548585485856,722.6666666666666,0.03333333333333333,BENIGN,False
144,104.88.108.223,0.017357274401473298,724.0,0.03333333333333333,BENIGN,False
145,204.236.236.52,0.017325139010828213,759.3333333333334,0.03333333333333333,BENIGN,False
146,23.15.4.9,0.01731377624388841,772.6666666666666,0.03333333333333333,BENIGN,False
147,42.236.126.142,0.017304150729565093,784.3333333333334,0.03333333333333333,BENIGN,False
148,152.163.66.165,0.01729375696767001,797.3333333333334,0.03333333333333333,BENIGN,False
149,172.217.3.98,0.017287784679089025,805.0,0.03333333333333333,BENIGN,False
150,172.217.6.195,0.01728217754069211,812.3333333333334,0.03333333333333333,BENIGN,False
151,69.172.216.56,0.017271505376344087,826.6666666666666,0.03333333333333333,BENIGN,False
152,104.16.127.51,0.017257916173958745,845.6666666666666,0.03333333333333333,BENIGN,False
153,54.236.254.146,0.017249870399170555,857.3333333333334,0.03333333333333333,BENIGN,False
154,72.21.91.70,0.017237660195406675,875.6666666666666,0.03333333333333333,BENIGN,False
155,74.119.118.100,0.01723571067273647,878.6666666666666,0.03333333333333333,BENIGN,False
156,52.84.145.37,0.017224702380952382,896.0,0.03333333333333333,BENIGN,False
157,109.201.130.58,0.017220376522702103,903.0,0.03333333333333333,BENIGN,False
158,169.55.165.137,0.017216318553804812,909.6666666666666,0.03333333333333333,,
159,23.199.203.113,0.017213313896987367,914.6666666666666,0.03333333333333333,BENIGN,False
160,129.128.12.20,0.0172002845962291,937.0,0.03333333333333333,,
161,192.95.27.155,0.0172002845962291,937.0,0.03333333333333333,,
162,206.75.89.101,0.0172002845962291,937.0,0.03333333333333333,,
163,120.55.226.124,0.017186777623670827,961.3333333333334,0.03333333333333333,BENIGN,False
164,23.208.26.124,0.01717583163611677,982.0,0.03333333333333333,BENIGN,False
165,172.217.6.238,0.01716733422340899,998.6666666666666,0.03333333333333333,BENIGN,False
166,92.242.195.4,0.017160087719298247,1013.3333333333334,0.03333333333333333,,
167,104.97.87.215,0.017158792650918634,1016.0,0.03333333333333333,BENIGN,False
168,172.217.11.3,0.01715686274509804,1020.0,0.03333333333333333,BENIGN,False
169,169.60.66.35,0.01715210355987055,1030.0,0.03333333333333333,BENIGN,False
170,52.84.145.117,0.01715210355987055,1030.0,0.03333333333333333,BENIGN,False
171,23.23.139.95,0.017130775577557756,1077.3333333333333,0.03333333333333333,BENIGN,False
172,172.217.10.78,0.017119975823511636,1103.0,0.03333333333333333,BENIGN,False
173,172.217.10.131,0.017106420404573438,1137.0,0.03333333333333333,BENIGN,False
174,31.13.80.12,0.01709807305148116,1159.0,0.03333333333333333,BENIGN,False
175,172.217.10.34,0.017094748858447487,1168.0,0.03333333333333333,BENIGN,False
176,172.217.6.206,0.017093773728170083,1170.6666666666667,0.03333333333333333,BENIGN,False
177,151.101.0.175,0.01709365214916026,1171.0,0.03333333333333333,BENIGN,False
178,52.84.140.94,0.017091836734693878,1176.0,0.03333333333333333,BENIGN,False
179,68.67.178.246,0.01709075487701442,1179.0,0.03333333333333333,BENIGN,False
180,115.159.71.42,0.017077175697865352,1218.0,0.03333333333333333,BENIGN,False
181,31.13.69.245,0.01707639078575981,1220.3333333333333,0.03333333333333333,,
182,172.217.11.34,0.01707350149172769,1229.0,0.03333333333333333,BENIGN,False
183,104.97.122.160,0.017071524966261808,1235.0,0.03333333333333333,BENIGN,False
184,72.21.91.113,0.01706989247311828,1240.0,0.03333333333333333,BENIGN,False
185,8.43.72.21,0.017068165596002854,1245.3333333333333,0.03333333333333333,BENIGN,False
186,52.202.77.112,0.017064228288718085,1257.6666666666667,0.03333333333333333,BENIGN,False
187,52.43.235.20,0.017064228288718085,1257.6666666666667,0.03333333333333333,BENIGN,False
188,218.76.93.88,0.017061611374407582,1266.0,0.03333333333333333,BENIGN,False
189,151.101.193.28,0.017058721031538597,1275.3333333333333,0.03333333333333333,BENIGN,False
190,172.217.10.136,0.01704951505870342,1306.0,0.03333333333333333,BENIGN,False
191,52.206.75.197,0.017049417368376285,1306.3333333333333,0.03333333333333333,BENIGN,False
192,72.21.91.187,0.017046702136643863,1315.6666666666667,0.03333333333333333,,
193,199.166.0.200,0.017043835386807475,1325.6666666666667,0.03333333333333333,BENIGN,False
194,205.180.87.137,0.017033146021663,1364.3333333333333,0.03333333333333333,BENIGN,False
195,87.250.250.210,0.017028810558506358,1380.6666666666667,0.03333333333333333,,
196,104.97.139.37,0.017022961203483768,1403.3333333333333,0.03333333333333333,BENIGN,False
197,172.217.10.40,0.017010624474508903,1453.6666666666667,0.03333333333333333,BENIGN,False
198,221.122.127.38,0.017002989536621823,1486.6666666666667,0.03333333333333333,BENIGN,False
199,88.99.183.4,0.017002989536621823,1486.6666666666667,0.03333333333333333,BENIGN,False
200,172.217.9.227,0.0170011894142135,1494.6666666666667,0.03333333333333333,BENIGN,False
201,152.163.66.131,0.01700089126559715,1496.0,0.03333333333333333,BENIGN,False
202,114.80.165.233,0.01699933466400532,1503.0,0.03333333333333333,BENIGN,False
203,172.217.10.234,0.01699867197875166,1506.0,0.03333333333333333,BENIGN,False
204,172.217.3.99,0.016996772300469483,1514.6666666666667,0.03333333333333333,BENIGN,False
205,104.97.114.101,0.01698731651703007,1559.3333333333333,0.03333333333333333,,
206,104.20.84.39,0.016984463276836156,1573.3333333333333,0.03333333333333333,BENIGN,False
207,172.217.3.110,0.016980802792321118,1591.6666666666667,0.03333333333333333,BENIGN,False
208,157.240.2.35,0.016979949874686717,1596.0,0.03333333333333333,BENIGN,False
209,50.19.60.226,0.016978776529338328,1602.0,0.03333333333333333,BENIGN,False
210,52.91.229.182,0.016977934564570796,1606.3333333333333,0.03333333333333333,BENIGN,False
211,52.20.8.16,0.016970618034447823,1645.0,0.03333333333333333,BENIGN,False
212,52.22.158.228,0.01696890321714017,1654.3333333333333,0.03333333333333333,BENIGN,False
213,52.37.48.84,0.01696890321714017,1654.3333333333333,0.03333333333333333,BENIGN,False
214,54.69.227.52,0.01696890321714017,1654.3333333333333,0.03333333333333333,BENIGN,False
215,23.208.77.187,0.01696817420435511,1658.3333333333333,0.03333333333333333,BENIGN,False
216,23.111.9.32,0.016964167658336637,1680.6666666666667,0.03333333333333333,BENIGN,False
217,54.225.244.129,0.016959921798631476,1705.0,0.03333333333333333,BENIGN,False
218,52.84.26.15,0.016955461429854962,1731.3333333333333,0.03333333333333333,BENIGN,False
219,65.52.108.193,0.016955128205128206,1733.3333333333333,0.03333333333333333,,
220,136.147.96.35,0.016954795748495326,1735.3333333333333,0.03333333333333333,,
221,52.2.143.27,0.016954795748495326,1735.3333333333333,0.03333333333333333,,
222,198.57.30.31,0.016951837769328265,1753.3333333333333,0.03333333333333333,BENIGN,False
223,212.8.236.36,0.01694973894445493,1766.3333333333333,0.03333333333333333,BENIGN,False
224,52.84.3.162,0.016949365498178163,1768.6666666666667,0.03333333333333333,BENIGN,False
225,185.49.84.172,0.01694878064071218,1772.3333333333333,0.03333333333333333,,
226,23.194.141.58,0.016947407823320233,1781.0,0.03333333333333333,BENIGN,False
227,173.194.204.157,0.016946778711484593,1785.0,0.03333333333333333,BENIGN,False
228,172.98.66.60,0.01694418748072772,1801.6666666666667,0.03333333333333333,BENIGN,False
229,74.125.29.155,0.01694418748072772,1801.6666666666667,0.03333333333333333,BENIGN,False
230,209.85.144.155,0.01694078947368421,1824.0,0.03333333333333333,BENIGN,False
231,130.211.28.230,0.016934380391456956,1867.6666666666667,0.03333333333333333,BENIGN,False
232,52.33.209.128,0.016932954612698975,1877.6666666666667,0.03333333333333333,BENIGN,False
233,52.84.143.56,0.016932059447983015,1884.0,0.03333333333333333,BENIGN,False
234,23.65.227.248,0.01691567065073041,2008.0,0.03333333333333333,BENIGN,False
235,199.244.48.55,0.008928571428571428,56.0,0.0,BENIGN,False
236,192.168.10.1,0.008620689655172414,58.0,0.0,,
237,64.4.54.254,0.007692307692307693,65.0,0.0,BENIGN,False
238,13.78.188.147,0.0075,66.66666666666667,0.0,BENIGN,False
239,65.55.44.109,0.007389162561576354,67.66666666666667,0.0,BENIGN,False
240,64.4.54.253,0.007352941176470588,68.0,0.0,BENIGN,False
241,69.4.95.11,0.0057034220532319385,87.66666666666667,0.0,,
242,14.0.67.51,0.005535055350553506,90.33333333333333,0.0,BENIGN,False
243,14.0.67.54,0.004658385093167702,107.33333333333333,0.0,BENIGN,False
244,199.167.65.25,0.00460122699386503,108.66666666666667,0.0,BENIGN,False
245,23.194.142.54,0.004573170731707318,109.33333333333333,0.0,,
246,54.225.202.195,0.004573170731707318,109.33333333333333,0.0,,
247,23.61.187.27,0.004,125.0,0.0,BENIGN,False
248,23.111.11.111,0.003614457831325301,138.33333333333334,0.0,BENIGN,False
249,178.239.182.230,0.0035460992907801418,141.0,0.0,BENIGN,False
250,194.190.77.85,0.0029411764705882353,170.0,0.0,BENIGN,False
251,210.160.193.168,0.002737226277372263,182.66666666666666,0.0,BENIGN,False
252,54.235.219.125,0.002737226277372263,182.66666666666666,0.0,BENIGN,False
253,23.208.97.124,0.0027075812274368234,184.66666666666666,0.0,BENIGN,False
254,52.71.196.79,0.002688172043010753,186.0,0.0,BENIGN,False
255,156.154.200.36,0.0026833631484794273,186.33333333333334,0.0,BENIGN,False
256,172.217.7.132,0.0026086956521739132,191.66666666666666,0.0,BENIGN,False
257,23.202.238.190,0.002577319587628866,194.0,0.0,BENIGN,False
258,208.111.171.236,0.0023219814241486067,215.33333333333334,0.0,BENIGN,False
259,195.248.250.150,0.00228310502283105,219.0,0.0,,
260,119.205.194.14,0.002228826151560178,224.33333333333334,0.0,BENIGN,False
261,151.101.1.108,0.0022091310751104565,226.33333333333334,0.0,BENIGN,False
262,69.172.216.55,0.0022058823529411764,226.66666666666666,0.0,BENIGN,False
263,172.217.12.162,0.0021707670043415337,230.33333333333334,0.0,BENIGN,False
264,23.208.24.82,0.0021156558533145273,236.33333333333334,0.0,,
265,69.172.216.111,0.0021037868162692847,237.66666666666666,0.0,BENIGN,False
266,207.123.55.252,0.0020604395604395605,242.66666666666666,0.0,,
267,193.200.227.41,0.002013422818791946,248.33333333333334,0.0,,
268,101.201.103.96,0.002,250.0,0.0,,
269,61.110.225.154,0.0018248175182481751,274.0,0.0,,
270,14.0.70.98,0.0017730496453900709,282.0,0.0,,
271,185.13.88.201,0.0017381228273464658,287.6666666666667,0.0,BENIGN,False
272,188.165.145.88,0.001720183486238532,290.6666666666667,0.0,BENIGN,False
273,115.127.226.94,0.0016816143497757848,297.3333333333333,0.0,,
274,152.195.12.73,0.001644736842105263,304.0,0.0,,
275,4.27.248.254,0.0015706806282722514,318.3333333333333,0.0,,
276,96.6.167.11,0.0015706806282722514,318.3333333333333,0.0,BENIGN,False
277,54.209.123.201,0.0015690376569037657,318.6666666666667,0.0,,
278,172.217.11.2,0.0015657620041753654,319.3333333333333,0.0,BENIGN,False
279,47.89.68.225,0.0015641293013555786,319.6666666666667,0.0,BENIGN,False
280,23.203.78.223,0.0015625,320.0,0.0,BENIGN,False
281,199.59.88.242,0.0015479876160990713,323.0,0.0,BENIGN,False
282,31.13.80.2,0.0015015015015015015,333.0,0.0,BENIGN,False
283,104.16.25.235,0.0014910536779324057,335.3333333333333,0.0,BENIGN,False
284,193.240.182.34,0.0014866204162537167,336.3333333333333,0.0,BENIGN,False
285,172.82.206.1,0.0014749262536873156,339.0,0.0,,
286,14.0.67.53,0.0014634146341463415,341.6666666666667,0.0,,
287,146.148.13.21,0.0014605647517039924,342.3333333333333,0.0,BENIGN,False
288,52.27.10.213,0.0014563106796116505,343.3333333333333,0.0,,
289,52.39.210.199,0.0014395393474088292,347.3333333333333,0.0,BENIGN,False
290,104.244.43.80,0.0014299332697807435,349.6666666666667,0.0,BENIGN,False
291,23.63.227.171,0.0013940520446096654,358.6666666666667,0.0,BENIGN,False
292,52.84.137.78,0.0013901760889712697,359.6666666666667,0.0,BENIGN,False
293,206.54.163.50,0.0013863216266173752,360.6666666666667,0.0,BENIGN,False
294,104.97.137.120,0.0013623978201634877,367.0,0.0,BENIGN,False
295,75.98.9.196,0.0013611615245009076,367.3333333333333,0.0,BENIGN,False
296,87.250.251.119,0.0013599274705349048,367.6666666666667,0.0,,
297,61.110.225.121,0.0013525698827772767,369.6666666666667,0.0,,
298,122.225.34.236,0.0013489208633093524,370.6666666666667,0.0,BENIGN,False
299,23.194.140.172,0.0013204225352112676,378.6666666666667,0.0,BENIGN,False
300,104.97.116.21,0.0012987012987012987,385.0,0.0,BENIGN,False
301,23.203.67.225,0.0012975778546712804,385.3333333333333,0.0,BENIGN,False
302,204.13.194.242,0.0012942191544434859,386.3333333333333,0.0,,
303,72.21.81.48,0.0012919896640826874,387.0,0.0,,
304,23.53.113.190,0.0012853470437017994,389.0,0.0,BENIGN,False
305,151.101.128.249,0.0012755102040816326,392.0,0.0,BENIGN,False
306,14.0.67.52,0.001261564339781329,396.3333333333333,0.0,,
307,14.0.67.86,0.001261564339781329,396.3333333333333,0.0,,
308,61.110.225.90,0.001261564339781329,396.3333333333333,0.0,,
309,104.192.110.216,0.001256281407035176,398.0,0.0,,
310,169.55.70.244,0.001256281407035176,398.0,0.0,,
311,173.241.242.219,0.001256281407035176,398.0,0.0,,
312,174.129.1.102,0.001256281407035176,398.0,0.0,,
313,185.4.227.114,0.001256281407035176,398.0,0.0,,
314,191.232.80.53,0.001256281407035176,398.0,0.0,,
315,193.200.227.12,0.001256281407035176,398.0,0.0,,
316,34.226.228.77,0.001256281407035176,398.0,0.0,,
317,46.4.53.194,0.001256281407035176,398.0,0.0,,
318,67.217.177.62,0.001256281407035176,398.0,0.0,,
319,88.212.201.193,0.001256281407035176,398.0,0.0,,
320,63.251.88.51,0.0012531328320802004,399.0,0.0,BENIGN,False
321,192.82.242.50,0.0012520868113522537,399.3333333333333,0.0,BENIGN,False
322,104.97.139.173,0.0012510425354462051,399.6666666666667,0.0,BENIGN,False
323,216.58.217.164,0.0012510425354462051,399.6666666666667,0.0,BENIGN,False
324,14.0.70.137,0.0012427506213753107,402.3333333333333,0.0,,
325,61.110.225.122,0.0012427506213753107,402.3333333333333,0.0,,
326,14.0.67.88,0.0012355848434925864,404.6666666666667,0.0,,
327,204.154.111.112,0.0012285012285012285,407.0,0.0,,
328,104.16.208.165,0.0012274959083469722,407.3333333333333,0.0,BENIGN,False
329,116.55.241.185,0.0012224938875305623,409.0,0.0,BENIGN,False
330,23.15.4.16,0.0012195121951219512,410.0,0.0,BENIGN,False
331,104.28.23.30,0.001214574898785425,411.6666666666667,0.0,,
332,221.204.186.138,0.00120870265914585,413.6666666666667,0.0,BENIGN,False
333,23.53.114.207,0.001201923076923077,416.0,0.0,BENIGN,False
334,69.43.132.198,0.001200960768614892,416.3333333333333,0.0,BENIGN,False
335,104.244.46.199,0.0011971268954509178,417.6666666666667,0.0,BENIGN,False
336,23.194.108.211,0.0011933174224343676,419.0,0.0,BENIGN,False
337,34.211.94.203,0.0011904761904761906,420.0,0.0,BENIGN,False
338,14.0.77.82,0.001189532117367169,420.3333333333333,0.0,,
339,52.196.45.147,0.0011867088607594937,421.3333333333333,0.0,BENIGN,False
340,194.232.100.10,0.0011857707509881422,421.6666666666667,0.0,BENIGN,False
341,8.18.45.71,0.0011838989739542227,422.3333333333333,0.0,BENIGN,False
342,204.154.111.116,0.0011691348402182384,427.6666666666667,0.0,,
343,94.124.134.53,0.0011574074074074073,432.0,0.0,,
344,80.82.201.85,0.0011511895625479663,434.3333333333333,0.0,BENIGN,False
345,104.193.83.57,0.0011450381679389313,436.6666666666667,0.0,,
346,136.147.96.33,0.0011450381679389313,436.6666666666667,0.0,,
347,144.76.203.221,0.0011450381679389313,436.6666666666667,0.0,BENIGN,False
348,149.56.30.204,0.0011450381679389313,436.6666666666667,0.0,,
349,172.217.10.77,0.0011450381679389313,436.6666666666667,0.0,,
350,172.217.7.10,0.0011450381679389313,436.6666666666667,0.0,,
351,195.54.48.9,0.0011450381679389313,436.6666666666667,0.0,,
