node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,score_edpl,score_ewpl,score_elwpl,score_graph_deviance,score_lof,score_edpl_norm,score_ewpl_norm,score_elwpl_norm,score_graph_deviance_norm,score_lof_norm,oddball_score,majority_label,is_malicious
156.154.200.36,3.0,1.0,2.0,17.0,3.0,3.0,17.0,4.47213595499958,0.00953256430871063,1.75516671557178,4.494482440981894,0.20426619747757443,13354402342.254757,0.002228235039534495,0.043732847037862774,0.08732516786757451,0.002180846100352714,0.8706135948175769,0.20121613817258027,BENIGN,False
192.168.10.25,187.0,118.0,69.0,20835.0,119.0,192.0,27335.0,761.1441122498655,1.8951803392437967,1.8307318864669262,20.367829439612024,8.702631581598427,12.731563473062163,0.4429980329931901,0.04561567676043463,0.39573502583840914,0.09291356270348618,8.300088584165974e-10,0.19545245982510578,BENIGN,False
52.71.196.79,3.0,1.0,2.0,17.0,3.0,3.0,17.0,3.872983346207417,0.00953256430871063,1.75516671557178,4.088905942996213,0.20431316238476885,12810966367.156124,0.002228235039534495,0.043732847037862774,0.07944505347513622,0.002181347520734418,0.8351853715464536,0.1925545709239443,BENIGN,False
64.4.54.254,6.0,3.0,3.0,171.0,4.0,10.0,18077.0,314.44758601535403,0.8325837141018226,16.849502795580765,17.308892287603932,0.5379395207600445,11.500342094699198,0.19461628005092194,0.4198328978584366,0.336301664199308,0.00574330613954836,7.497418391400274e-10,0.19129882979959134,BENIGN,False
13.78.188.147,6.0,3.0,3.0,67.0,4.0,10.0,17973.0,304.0574392981364,0.8325837141018226,16.815037264428057,17.25610131656227,0.5360241821383821,11.448564491971817,0.19461628005092194,0.41897413282568635,0.3352759664757903,0.005722857045104499,7.463663017190162e-10,0.19091784742877388,BENIGN,False
64.4.54.253,6.0,3.0,3.0,49.0,4.0,10.0,17955.0,301.4640956772012,0.8325837141018226,16.809054783578915,17.245437389853635,0.5357550015765433,11.43960062501549,0.19461628005092194,0.4188250695386714,0.3350687726103815,0.00571998314141497,7.457819203117239e-10,0.19084602121743433,BENIGN,False
65.55.44.109,6.0,3.0,3.0,34.0,4.0,10.0,17940.0,300.760818988482,0.8325837141018226,16.804065466774528,17.23906556190565,0.5354164106156475,11.43213582930574,0.19461628005092194,0.4187007525568748,0.33494497171617676,0.005716368178264909,7.452952678610275e-10,0.19079567464950672,BENIGN,False
199.244.48.55,2.0,1.0,1.0,14843.0,2.0,2.0,14843.0,3443.052715251394,0.06034224842462947,24.683294916122758,14.306838062546733,0.6932796117812776,10.176253243358099,0.01410498874696195,0.6150246306406246,0.27797350459626163,0.007401793133067121,6.634205103991325e-10,0.18290098355606718,BENIGN,False
52.84.26.218,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.0000000000000004,0.06034224842462947,1.6176138869960364,3.9679061555844477,0.26201253025707627,9209388521.983288,0.01410498874696195,0.04030549352303232,0.0770940983014489,0.0027973742690217997,0.6003876955111923,0.14693793007033146,BENIGN,False
198.50.139.209,2.0,0.0,2.0,10.0,3.0,2.0,10.0,0.0,0.2010103996081206,1.4429994328982183,6.435179613475096e-09,0.22522497390896754,9899494937.611668,0.04698614152630119,0.0359546890416631,1.250317800511727e-10,0.0024046122761223793,0.6453778052831475,0.14614464965045318,,
91.189.89.198,2.0,0.0,2.0,10.0,3.0,2.0,10.0,0.0,0.2010103996081206,1.4429994328982183,6.435179613475096e-09,0.22522497390896754,9899494937.611668,0.04698614152630119,0.0359546890416631,1.250317800511727e-10,0.0024046122761223793,0.6453778052831475,0.14614464965045318,,
192.168.10.1,1.0,0.0,1.0,9337.0,2.0,1.0,9337.0,0.0,0.170586372829962,25.338763331581358,1.3794772508151834e-08,0.4075476296389857,10.193514799213078,0.039874531227603066,0.6313566973879495,2.6802437005542937e-10,0.0043511783632421705,6.645458430654621e-10,0.13511648158227302,,
54.225.202.195,2.0,0.0,2.0,12.0,3.0,2.0,12.0,0.0,0.2010103996081206,1.340432936881319,6.6313752541854616e-09,0.225172478216776,8485281375.238573,0.04698614152630119,0.03339907717771811,1.2884374672028178e-10,0.0024040518063676427,0.5531809759662969,0.1271940493211055,,
99.224.25.39,2.0,0.0,2.0,12.0,3.0,2.0,12.0,0.0,0.2010103996081206,1.340432936881319,6.6313752541854616e-09,0.225172478216776,8485281375.238573,0.04698614152630119,0.03339907717771811,1.2884374672028178e-10,0.0024040518063676427,0.5531809759662969,0.1271940493211055,,
23.194.142.54,2.0,0.0,2.0,12.0,3.0,2.0,12.0,0.0,0.2010103996081206,1.340432936881319,6.6313752541854616e-09,0.225172478216776,8485281375.238573,0.04698614152630119,0.03339907717771811,1.2884374672028178e-10,0.0024040518063676427,0.5531809759662969,0.1271940493211055,,
91.189.91.157,2.0,0.0,2.0,12.0,3.0,2.0,12.0,0.0,0.2010103996081206,1.340432936881319,6.6313752541854616e-09,0.225172478216776,8485281375.238573,0.04698614152630119,0.03339907717771811,1.2884374672028178e-10,0.0024040518063676427,0.5531809759662969,0.1271940493211055,,
8.0.6.4,1.0,0.0,1.0,6290.0,2.0,1.0,6290.0,0.0,0.170586372829962,22.743420926282027,1.3369688527080154e-08,0.3275704425851519,6.751058673378242,0.039874531227603066,0.566689500012993,2.5976523666413467e-10,0.0034973026919007007,4.4012178979039547e-10,0.12201226692647678,,
8.6.0.1,1.0,1.0,0.0,6290.0,2.0,1.0,6290.0,0.0,0.170586372829962,22.743420926282027,1.3369688527080154e-08,0.3275704425851519,6.751058673378242,0.039874531227603066,0.566689500012993,2.5976523666413467e-10,0.0034973026919007007,4.4012178979039547e-10,0.12201226692647678,BENIGN,False
61.251.165.12,4.0,2.0,2.0,4893.0,3.0,4.0,4893.0,409.1136761341523,0.19001417498665832,14.311067338759372,8.949909136406065,0.16074704055971267,5.190026634675823,0.04441577617542235,0.3565836301029843,0.1738915054177974,0.0017162142384638851,3.383534230743556e-10,0.11532142525460427,BENIGN,False
101.201.103.96,1.0,0.0,1.0,4.0,2.0,1.0,4.0,0.0,0.170586372829962,0.959891317116126,5.44916210474911e-09,0.28262003987365314,7756921937.768656,0.039874531227603066,0.023917260834528047,1.0587403595037398e-10,0.003017390148008467,0.5056970368184871,0.11450124382690015,,
224.0.0.251,7.0,0.0,7.0,338.0,8.0,17.0,7060.0,865.5090987390022,0.49420093753411243,8.878671834252497,10.5301789944862,0.5180985495401238,7.782068550428238,0.1155193723244081,0.2212266184071591,0.20459522546676664,0.0055314742004096045,5.073364200184206e-10,0.10937453818121597,,
14.0.67.54,2.0,1.0,1.0,2774.0,2.0,2.0,2774.0,74.45804187594514,0.06034224842462947,14.598803562483127,6.990393344525127,0.20902209042671877,1.8115027649646038,0.01410498874696195,0.36375304833985184,0.13581925845452233,0.0022316223458593897,1.1809730557822427e-10,0.10318178360105856,BENIGN,False
178.239.182.230,2.0,1.0,1.0,2390.0,2.0,2.0,2390.0,69.10861017268398,0.06034224842462947,13.821159689239487,6.327690060164894,0.19936223567594044,1.3234296654288182,0.01410498874696195,0.34437678040087355,0.12294332083254611,0.0021284889991610386,8.627835443159712e-11,0.09671071581316419,BENIGN,False
194.190.77.85,2.0,1.0,1.0,2281.0,2.0,2.0,2281.0,95.4358423235212,0.06034224842462947,13.581499346580015,5.932420003795458,0.19494841258729867,1.1960265801788794,0.01410498874696195,0.33840525130703814,0.11526345457903688,0.0020813648592427443,7.797256468544425e-11,0.09397101191405047,BENIGN,False
208.111.171.236,2.0,1.0,1.0,2203.0,2.0,2.0,2203.0,93.78699270154685,0.06034224842462947,13.404093163127971,5.77405797293422,0.19712499056841176,1.1374381359156414,0.01410498874696195,0.333984886326523,0.11218657284451031,0.0021046030732049205,7.415300805029686e-11,0.09247621021307065,BENIGN,False
210.158.199.65,1.0,0.0,1.0,2255.0,2.0,1.0,2255.0,0.0,0.170586372829962,16.63697787510319,1.226581650497021e-08,0.22353613831205815,1.2028840806742445,0.039874531227603066,0.4145374921533712,2.3831764822634107e-10,0.0023865814390522317,7.841962573727751e-11,0.09135972102735276,,
31.172.81.158,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.06034224842462947,1.6089832671423667,4.231709396291934,0.26203877810317205,4769983305.885034,0.01410498874696195,0.040090447525091596,0.08221964113786914,0.0027976545038991677,0.3109695369905441,0.09003645378087319,BENIGN,False
14.0.67.51,3.0,1.0,2.0,3085.0,3.0,3.0,3085.0,5.656854249492381,0.00953256430871063,13.269677137949278,5.403526842744551,0.16534061065541172,2.4021116294973157,0.002228235039534495,0.3306356913945406,0.10498736947262971,0.0017652574455809212,1.5660087118182996e-10,0.08792331070177732,BENIGN,False
104.31.91.87,2.0,1.0,1.0,2049.0,2.0,2.0,2049.0,142.7935572776307,0.06034224842462947,13.037971395507805,5.008224376685574,0.19732575231487623,1.0075470856832511,0.01410498874696195,0.32486236416466185,0.09730687351778848,0.002106746504067607,6.56850203950471e-11,0.08767619459983299,BENIGN,False
62.241.12.20,1.0,0.0,1.0,1946.0,2.0,1.0,1946.0,0.0,0.170586372829962,15.834819854433302,1.2107227829326038e-08,0.23164672275565337,0.9868664659706063,0.039874531227603066,0.39455041416988584,2.3523636291610223e-10,0.0024731740161590627,6.433678868765638e-11,0.08737962394264423,,
178.124.129.12,2.0,1.0,1.0,2039.0,2.0,2.0,2039.0,149.35862880998874,0.06034224842462947,13.013418711762156,4.928972394405025,0.19707362402837536,1.0011308062103637,0.01410498874696195,0.3242505939247803,0.09576705380609438,0.0021040546588323504,6.526672386675023e-11,0.08724533824038715,BENIGN,False
119.205.194.11,4.0,2.0,2.0,2586.0,3.0,4.0,2586.0,197.92928029980817,0.19001417498665832,11.060866122220189,5.910589811218984,0.11674706478379393,1.5512797313220226,0.04441577617542235,0.27559955526603724,0.11483930669185421,0.0012464489186435998,1.011325845096473e-10,0.087220217430618,BENIGN,False
151.101.65.5,2.0,1.0,1.0,1959.0,2.0,2.0,1959.0,108.2497113160123,0.06034224842462947,12.813330303101775,5.068967071136808,0.20239579685254566,0.9838303189613582,0.01410498874696195,0.3192650642355717,0.09848706858125479,0.002160876785999373,6.413885314592476e-11,0.08680359968278532,BENIGN,False
94.199.251.101,2.0,1.0,1.0,4.0,2.0,2.0,4.0,1.7320508075688772,0.06034224842462947,1.6089832671423667,3.808544602718186,0.2620597814481808,4597062826.673038,0.01410498874696195,0.040090447525091596,0.07399779643834863,0.002797878745910927,0.29969633163353704,0.08613748861797002,BENIGN,False
199.167.65.25,2.0,1.0,1.0,2313.0,2.0,2.0,2313.0,536.5556821057811,0.06034224842462947,13.652827578190168,3.542929026408514,0.16070005536928364,1.4517430123645343,0.01410498874696195,0.34018251076325556,0.0688370409800589,0.0017157126015284214,9.46434868707563e-11,0.08496805063728965,BENIGN,False
151.101.128.188,2.0,1.0,1.0,1934.0,2.0,2.0,1934.0,185.70945048650594,0.06034224842462947,12.749418944625766,4.349616105441525,0.19698026869286597,0.9976709710388934,0.01410498874696195,0.31767260829425514,0.08451049960809424,0.002103057951487195,6.50411668212972e-11,0.08367823093316794,BENIGN,False
180.97.144.211,1.0,0.0,1.0,1681.0,2.0,1.0,1681.0,0.0,0.170586372829962,15.056722708471895,1.1949701110395334e-08,0.23860240197103438,1.01092662633795,0.039874531227603066,0.3751628522003994,2.3217571080434392e-10,0.0025474362586616847,6.59053427998102e-11,0.08351696399694904,,
23.203.70.225,2.0,1.0,1.0,1900.0,2.0,2.0,1900.0,168.15171720800237,0.06034224842462947,12.661396495655229,4.390853350725237,0.19924896805222805,0.9972789981473641,0.01410498874696195,0.31547938513056695,0.08531171519055179,0.0021272796984616585,6.501561293131999e-11,0.0834046737663116,BENIGN,False
162.213.33.50,2.0,1.0,1.0,1849.0,2.0,2.0,1849.0,160.28100324118265,0.06034224842462947,12.526895836783092,4.307072681406614,0.2012045584518159,0.9837688016103213,0.01410498874696195,0.3121280814118027,0.08368390573565308,0.0021481585406269,6.41348426450609e-11,0.0824130268998359,BENIGN,False
151.101.117.209,2.0,1.0,1.0,1784.0,2.0,2.0,1784.0,145.82180906846546,0.06034224842462947,12.350971596354013,4.240204222641604,0.2040440603459699,0.9868949120773698,0.01410498874696195,0.30774464146351793,0.0823846906506288,0.0021784744553953713,6.433864317478602e-11,0.08128255907616853,BENIGN,False
69.4.95.11,2.0,0.0,2.0,2582.0,3.0,2.0,2582.0,0.0,0.2010103996081206,14.222043553032236,1.2411535418503631e-08,0.17300585037389832,1.5856408294451023,0.04698614152630119,0.3543654569976061,2.411488815780963e-10,0.0018470953039968518,1.0337268769001645e-10,0.08063973883448514,,
104.97.125.160,2.0,1.0,1.0,1760.0,2.0,2.0,1760.0,150.70169209401732,0.06034224842462947,12.284680114389785,4.123006546434947,0.20429149633395172,0.9830783803060268,0.01410498874696195,0.3060928808558594,0.08010760827622306,0.002181116203350445,6.408983200675113e-11,0.08049731882929693,BENIGN,False
104.16.127.51,2.0,1.0,1.0,1718.0,2.0,2.0,1718.0,143.08039698015935,0.06034224842462947,12.166860250487991,4.063525821516106,0.2059913052845328,0.984217177301127,0.01410498874696195,0.303157206403783,0.07895193254344879,0.002199264197325936,6.416407360291261e-11,0.07968267839113674,BENIGN,False
35.185.44.103,2.0,1.0,1.0,16.0,2.0,2.0,16.0,5.291502622129181,0.06034224842462947,1.126648596758211,5.117812918940483,0.2614657977043517,3754046939.8403144,0.01410498874696195,0.02807229097402203,0.09943611486524873,0.0027915370841607254,0.24473759421392993,0.07782850517686467,BENIGN,False
104.196.26.242,2.0,1.0,1.0,16.0,2.0,2.0,16.0,5.291502622129181,0.06034224842462947,1.126648596758211,5.117812918940483,0.2614657977043517,3754046939.8403144,0.01410498874696195,0.02807229097402203,0.09943611486524873,0.0027915370841607254,0.24473759421392993,0.07782850517686467,BENIGN,False
195.142.107.70,2.0,1.0,1.0,1938.0,2.0,2.0,1938.0,472.4880950881197,0.06034224842462947,12.759690409101411,2.639023048789605,0.17439597532195414,1.1410030622651308,0.01410498874696195,0.3179285386174449,0.05127467595392457,0.0018619369596863762,7.438541630525625e-11,0.07703402807048064,BENIGN,False
38.69.238.10,2.0,1.0,1.0,1658.0,2.0,2.0,1658.0,185.41035569784123,0.06034224842462947,11.994373195545633,3.485693942826664,0.20424811892502198,1.0016295800209347,0.01410498874696195,0.2988594095489992,0.06772499674641677,0.0021806530848595936,6.529924042938577e-11,0.07657400963850734,BENIGN,False
23.237.33.23,2.0,1.0,1.0,1720.0,2.0,2.0,1720.0,262.37187349256783,0.06034224842462947,12.17252409867065,3.09591910507757,0.19658808151192045,0.9872005162528108,0.01410498874696195,0.3032983304371984,0.06015189938004676,0.002098870768807265,6.435856642877771e-11,0.07593081787947459,BENIGN,False
104.193.83.57,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.170586372829962,0.2230812254579333,6.717508954403638e-09,0.28238380925879114,5000000001.0,0.039874531227603066,0.00555843329492069,1.3051727419076943e-10,0.0030148680341121514,0.3259650161344118,0.074882569764313,,
94.31.29.249,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.170586372829962,0.2230812254579333,6.717508954403638e-09,0.28238380925879114,5000000001.0,0.039874531227603066,0.00555843329492069,1.3051727419076943e-10,0.0030148680341121514,0.3259650161344118,0.074882569764313,,
136.147.96.33,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.170586372829962,0.2230812254579333,6.717508954403638e-09,0.28238380925879114,5000000001.0,0.039874531227603066,0.00555843329492069,1.3051727419076943e-10,0.0030148680341121514,0.3259650161344118,0.074882569764313,,
172.217.7.10,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.170586372829962,0.2230812254579333,6.717508954403638e-09,0.28238380925879114,5000000001.0,0.039874531227603066,0.00555843329492069,1.3051727419076943e-10,0.0030148680341121514,0.3259650161344118,0.074882569764313,,
78.47.15.207,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.170586372829962,0.2230812254579333,6.717508954403638e-09,0.28238380925879114,5000000001.0,0.039874531227603066,0.00555843329492069,1.3051727419076943e-10,0.0030148680341121514,0.3259650161344118,0.074882569764313,,
91.192.149.14,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.170586372829962,0.2230812254579333,6.717508954403638e-09,0.28238380925879114,5000000001.0,0.039874531227603066,0.00555843329492069,1.3051727419076943e-10,0.0030148680341121514,0.3259650161344118,0.074882569764313,,
172.217.10.77,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.170586372829962,0.2230812254579333,6.717508954403638e-09,0.28238380925879114,5000000001.0,0.039874531227603066,0.00555843329492069,1.3051727419076943e-10,0.0030148680341121514,0.3259650161344118,0.074882569764313,,
35.158.52.245,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.170586372829962,0.2230812254579333,6.717508954403638e-09,0.28238380925879114,5000000001.0,0.039874531227603066,0.00555843329492069,1.3051727419076943e-10,0.0030148680341121514,0.3259650161344118,0.074882569764313,,
195.54.48.9,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.170586372829962,0.2230812254579333,6.717508954403638e-09,0.28238380925879114,5000000001.0,0.039874531227603066,0.00555843329492069,1.3051727419076943e-10,0.0030148680341121514,0.3259650161344118,0.074882569764313,,
149.56.30.204,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.170586372829962,0.2230812254579333,6.717508954403638e-09,0.28238380925879114,5000000001.0,0.039874531227603066,0.00555843329492069,1.3051727419076943e-10,0.0030148680341121514,0.3259650161344118,0.074882569764313,,
54.209.246.197,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.170586372829962,0.2230812254579333,6.717508954403638e-09,0.28238380925879114,5000000001.0,0.039874531227603066,0.00555843329492069,1.3051727419076943e-10,0.0030148680341121514,0.3259650161344118,0.074882569764313,,
74.217.63.11,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.06034224842462947,1.6176138869960364,4.5811766857359535,0.2619772967560535,3470509581.8324785,0.01410498874696195,0.04030549352303232,0.08900958639088882,0.0027969980988856924,0.22625294232208035,0.07449400181636982,BENIGN,False
74.217.63.14,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.06034224842462947,1.6176138869960364,4.5811766857359535,0.2619772967560535,3470509581.8324785,0.01410498874696195,0.04030549352303232,0.08900958639088882,0.0027969980988856924,0.22625294232208035,0.07449400181636982,BENIGN,False
205.185.208.154,4.0,2.0,2.0,1925.0,3.0,4.0,1925.0,182.33485678827296,0.19001417498665832,9.675978599665585,4.349792679618703,0.11981894913589047,0.9968708465505312,0.04441577617542235,0.2410928194379282,0.08451393034119102,0.0012792458624979043,6.498900430295593e-11,0.0742603543764057,BENIGN,False
81.20.67.14,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,0.06034224842462947,0.664122238907108,5.892357628695774,0.26092592899760286,3393511663.56927,0.01410498874696195,0.016547690900750627,0.11448506603782159,0.0027857731810854505,0.2212332167892877,0.07383134713118147,BENIGN,False
23.33.109.206,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,0.06034224842462947,0.664122238907108,5.892357628695774,0.26092592899760286,3393511663.56927,0.01410498874696195,0.016547690900750627,0.11448506603782159,0.0027857731810854505,0.2212332167892877,0.07383134713118147,BENIGN,False
198.54.12.127,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,0.06034224842462947,0.664122238907108,5.892357628695774,0.26092592899760286,3393511663.56927,0.01410498874696195,0.016547690900750627,0.11448506603782159,0.0027857731810854505,0.2212332167892877,0.07383134713118147,BENIGN,False
69.169.85.7,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,0.06034224842462947,0.664122238907108,5.892357628695774,0.26092592899760286,3393511663.56927,0.01410498874696195,0.016547690900750627,0.11448506603782159,0.0027857731810854505,0.2212332167892877,0.07383134713118147,BENIGN,False
69.169.86.38,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,0.06034224842462947,0.664122238907108,5.892357628695774,0.26092592899760286,3393511663.56927,0.01410498874696195,0.016547690900750627,0.11448506603782159,0.0027857731810854505,0.2212332167892877,0.07383134713118147,BENIGN,False
80.82.201.88,2.0,1.0,1.0,25.0,2.0,2.0,25.0,9.165151389911681,0.06034224842462947,0.664122238907108,5.892357628695774,0.26092592899760286,3393511663.56927,0.01410498874696195,0.016547690900750627,0.11448506603782159,0.0027857731810854505,0.2212332167892877,0.07383134713118147,BENIGN,False
210.151.8.24,1.0,0.0,1.0,1118.0,2.0,1.0,1118.0,0.0,0.170586372829962,12.98712678493156,1.1510817749603185e-08,0.2533799393229571,1.022809895788094,0.039874531227603066,0.3235954876011405,2.2364846352755028e-10,0.002705208494620086,6.668004882326441e-11,0.07323504552273843,,
72.21.91.29,18.0,9.0,9.0,4115.0,10.0,18.0,4115.0,342.2762042561533,0.19104453681083505,6.110067967961791,8.049588924007518,0.548426144761939,4.254850182532601,0.04465662304995445,0.1522423285851617,0.15639880971486403,0.005855266480235211,2.7738646162427156e-10,0.07183060562152037,BENIGN,False
198.100.147.178,3.0,0.0,3.0,15.0,4.0,7.0,2183.0,434.7735042525016,0.3999024296538539,7.753220777000647,3.601510785187555,0.05570641410276585,1.2318528590264244,0.0934771145824268,0.1931841660869748,0.06997525032596968,0.0005947489964607968,8.030818739749231e-11,0.07144625601442806,,
192.168.10.51,4.0,3.0,1.0,1980.0,4.0,4.0,1980.0,160.28100324118265,0.08163975417739343,9.804876678723236,4.681501755426463,0.08329093283704724,0.9995137988765574,0.019083276544048417,0.24430452572479577,0.09095884387872892,0.0008892548464478874,6.516130630244059e-11,0.07104718021183645,BENIGN,False
104.28.24.94,2.0,1.0,1.0,1211.0,2.0,2.0,1211.0,49.17316341257699,0.06034224842462947,10.517743379343782,3.5438041744404685,0.22665993347314178,1.0637087139350072,0.01410498874696195,0.2620667645480566,0.06885404459500298,0.0024199326081613443,6.934636560615853e-11,0.06948914611350585,BENIGN,False
23.203.78.223,2.0,1.0,1.0,1282.0,2.0,2.0,1282.0,100.95543571299172,0.06034224842462947,10.779167278065106,3.0243731603094863,0.22073735446949827,1.0955791779937307,0.01410498874696195,0.2685805682074981,0.0587618034748657,0.002356700250171497,7.142409687196559e-11,0.06876081215018427,BENIGN,False
95.163.95.109,1.0,0.0,1.0,852.0,2.0,1.0,852.0,0.0,0.170586372829962,11.688619343388524,1.121843135619341e-08,0.26036186638443387,1.0837352836429415,0.039874531227603066,0.2912410526550399,2.1796756673420887e-10,0.002779750972000076,7.065195782949016e-11,0.06677906702865252,,
5.79.75.140,2.0,1.0,1.0,1082.0,2.0,2.0,1082.0,32.8785644455472,0.06034224842462947,10.009228702479607,3.3772353971552382,0.2313231667329879,1.0850426598249896,0.01410498874696195,0.24939629035178376,0.06561771057235818,0.0024697195733829735,7.073718960912813e-11,0.06631774186304482,BENIGN,False
