node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,score_edpl,score_ewpl,score_elwpl,score_graph_deviance,score_lof,score_edpl_norm,score_ewpl_norm,score_elwpl_norm,score_graph_deviance_norm,score_lof_norm,oddball_score,window_start,window_end,num_flows,total_bytes,total_packets,num_flows_norm,total_bytes_norm,total_packets_norm,combined_score
104.97.139.37,4.0,2.0,2.0,59.0,3.0,4.0,59.0,11.357816691600565,0.2448781103956398,2.052993368111262,0.0025964010934280096,1.8099515421221555,1.1738704236319526,0.13394715164395804,0.15032805044738995,0.00010131437721198848,0.024754540186652057,3.9381239112377374e-11,0.061826211338918656,2017-07-07 03:30:00,2017-07-07 03:40:00,12.0,418.0,30.0,0.00548195523069895,0.0001982044948796382,0.0014577259475218659,0.017241024253004777
104.97.140.32,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.0605598805600442,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.0,1.0,0.00045682960255824577,0.0,4.859086491739553e-05,0.0064297335465990976
121.29.54.141,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.08560893101651135,0.4802036577357381,3.8471795375769027,0.6054648896063002,1.0,0.04682767457825812,0.035162354056473,0.15012110411557913,0.008280887411931857,3.3548199460151577e-11,0.048078404039158064,2017-07-07 03:30:00,2017-07-07 03:40:00,7.0,0.0,12.0,0.0031978072179077205,0.0,0.0005830903790087463,0.012964825409018634
192.168.10.25,23.0,16.0,7.0,115.0,17.0,26.0,187.0,8.42614977317636,0.017176813416631787,0.03110994893458667,4.380472355924991,3.5913767834036623,1.8622589435226022,0.00939563453736336,0.002277989810145756,0.17093076634354676,0.04911892878962779,6.247543448374741e-11,0.046344663908631824,2017-07-07 03:30:00,2017-07-07 03:40:00,111.0,117121.0,1334.0,0.05070808588396528,0.055535666614349534,0.06482021379980564,0.05435215755168807
138.201.37.241,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0000000000000004,0.08560893101651135,0.4802036577357381,3.8471795375769027,0.6054648896063002,1.0,0.04682767457825812,0.035162354056473,0.15012110411557913,0.008280887411931857,3.3548199460151577e-11,0.048078404039158064,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,248.0,2.0,0.00045682960255824577,0.00011759501131614897,9.718172983479106e-05,0.012187502595716812
144.76.121.178,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.898979485566356,0.08560893101651135,0.35028582400708996,4.066909806347469,0.639019888735618,1.176832167288833,0.04682767457825812,0.02564927185848054,0.1586952167176196,0.008739816037963389,3.948060027932824e-11,0.04798239584636045,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,254.0,3.0,0.00045682960255824577,0.00012044005191250742,0.0001457725947521866,0.012176359523895848
145.243.233.163,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,0.08560893101651135,0.23876490763093125,3.788857550214621,0.46423736721135955,0.985475184263634,0.04682767457825812,0.017483282526348523,0.14784531712629945,0.006349331623157645,3.306091804470602e-11,0.04370112117742493,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,24.0,4.0,0.0009136592051164915,1.1380162385433772e-05,0.00019436345966958212,0.01120513100114911
151.101.0.166,3.0,2.0,1.0,25.0,3.0,3.0,25.0,7.549834435270749,0.03772465741989158,0.9176748416311445,2.5349503628850063,0.9900687866909039,1.0465045523023992,0.020635206633922792,0.06719567244094037,0.09891650328182226,0.013541079414177879,3.5108343456597516e-11,0.04005769236119432,2017-07-07 03:30:00,2017-07-07 03:40:00,3.0,129.0,9.0,0.0013704888076747374,6.116837282170653e-05,0.00043731778425655976,0.010481666831486831
192.168.10.9,273.0,149.0,124.0,1730.0,160.0,274.0,1737.0,48.363209157374996,1.3284240261751539,2.087612501622002,18.394795716206698,39.1246466548975,11.474603477343573,0.7266415695305403,0.1528629962147186,0.7177848124646496,0.5351041811714184,3.8495228618407104e-10,0.4264787119532558,2017-07-07 03:30:00,2017-07-07 03:40:00,910.0,474379.0,6797.0,0.41571493832800366,0.2249379188433203,0.3302721088435374,0.3493509194920293
151.101.0.249,6.0,3.0,3.0,40.0,4.0,6.0,40.0,9.695359714832655,0.3255957126368503,0.43365912150611735,1.2958199533948702,1.412254800435051,1.1764987753731435,0.17809929284707238,0.03175418455185647,0.05056429528140983,0.019315278557221333,3.946941558084228e-11,0.055946610255405885,2017-07-07 03:30:00,2017-07-07 03:40:00,8.0,277.0,19.0,0.003654636820465966,0.0001313460408652148,0.0009232264334305151,0.015163954887541894
151.101.1.108,4.0,2.0,2.0,15.0,3.0,4.0,15.0,4.58257569495584,0.2448781103956398,0.2587906980016625,3.0474337340928637,0.4068814521356955,1.8763622781281075,0.13394715164395804,0.018949647723557964,0.11891415838867335,0.005564880066505471,6.294857596614616e-11,0.055475167577128684,2017-07-07 03:30:00,2017-07-07 03:40:00,4.0,37.0,5.0,0.001827318410232983,1.7544417010877066e-05,0.00024295432458697764,0.01439074618223988
151.101.1.5,3.0,1.0,2.0,249.0,3.0,3.0,249.0,9.797958971132713,0.03772465741989158,7.067023538708913,5.5671158353655565,2.4934240800576344,2.241848063285332,0.020635206633922792,0.5174745751942197,0.21723487759835178,0.03410233100483022,7.520996598645084e-11,0.1578893981013069,2017-07-07 03:30:00,2017-07-07 03:40:00,6.0,252.0,17.0,0.002740977615349475,0.0001194917050470546,0.000826044703595724,0.04039397803132479
151.101.130.2,4.0,2.0,2.0,18.0,3.0,4.0,18.0,5.291502622129184,0.2448781103956398,0.04168668428453832,2.8440054292317414,0.5335923042770372,1.5073680076627347,0.13394715164395804,0.0030524589486987915,0.11097616603977797,0.007297892696081203,5.0569482580920715e-11,0.051054733875817104,2017-07-07 03:30:00,2017-07-07 03:40:00,5.0,142.0,11.0,0.0022841480127912287,6.733262744714982e-05,0.0005344995140913508,0.01348517850753671
151.101.2.2,4.0,2.0,2.0,19.0,3.0,4.0,19.0,6.5574385243019995,0.2448781103956398,0.027930193802694857,3.143010764351762,0.7817724600392737,1.2426535837858175,0.13394715164395804,0.0020451559406836537,0.12264367742213934,0.010692229779903095,4.1688790288718785e-11,0.05386564296567457,2017-07-07 03:30:00,2017-07-07 03:40:00,4.0,166.0,11.0,0.001827318410232983,7.871278983258359e-05,0.0005344995140913508,0.014076543419957873
151.101.44.249,3.0,2.0,1.0,35.0,3.0,3.0,35.0,9.327379053088814,0.03772465741989158,1.532985835377913,1.7303742672275282,1.3231080265081734,1.0580642033702043,0.020635206633922792,0.11225110396135281,0.06752107433306656,0.018096026358294593,3.5496148936309995e-11,0.04370068226442659,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,86.0,6.0,0.0009136592051164915,4.077891521447102e-05,0.0002915451895043732,0.011236666393565482
152.163.13.4,2.0,2.0,0.0,4.0,3.0,2.0,4.0,0.0,0.16355993744407082,0.4802036577357381,5.799176265785799e-09,0.9367101867636296,1.3059167479437606,0.08946650114336777,0.035162354056473,2.2629012643609255e-10,0.012811298767865938,4.381115553836977e-11,0.027488030847561594,2017-07-07 03:30:00,2017-07-07 03:40:00,5.0,60.0,10.0,0.0022841480127912287,2.8450405963584428e-05,0.00048590864917395527,0.007571634478872591
152.163.56.2,3.0,2.0,1.0,27.0,3.0,3.0,27.0,6.782329983125268,0.03772465741989158,1.0499228675353727,2.0786372491489082,0.8264967445944464,1.0738998463323577,0.020635206633922792,0.0768793802494992,0.08111067233803788,0.011303919691801058,3.6027406244984065e-11,0.03798583578985767,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,24.0,4.0,0.0009136592051164915,1.1380162385433772e-05,0.00019436345966958212,0.009776309654257295
152.163.66.165,3.0,1.0,2.0,26.0,3.0,3.0,26.0,1.0,0.03772465741989158,0.9844438827337156,0.16728697810892143,0.586082752410533,1.6546352868799068,0.020635206633922792,0.07208475778096042,0.006527718712521355,0.008015799710438332,5.551003463805224e-11,0.021452696578670587,2017-07-07 03:30:00,2017-07-07 03:40:00,7.0,42.0,7.0,0.0031978072179077205,1.99152841745091e-05,0.0003401360544217687,0.006252638783793646
169.60.66.35,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.15464487100869773,0.2531140424922152,4.703251177649022e-09,1.0555309463282148,1.0,0.08459000257105542,0.018533981229427135,1.8352594487084174e-10,0.014436399329509332,3.3548199460151577e-11,0.02351207666941321,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.006017944520749741
172.217.10.238,8.0,4.0,4.0,37.0,5.0,8.0,37.0,6.082762530298219,0.3679098366158786,0.2554732152391451,0.9154117786953848,0.8233225031420595,1.0943385488805357,0.20124491567200686,0.018706728908607837,0.0357203571073034,0.011260505884432979,3.671308791477705e-11,0.05338650152181283,2017-07-07 03:30:00,2017-07-07 03:40:00,12.0,48.0,15.0,0.00548195523069895,2.2760324770867543e-05,0.0007288629737609329,0.014905020012760894
172.217.11.1,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138816,1.0,0.04682767457825812,0.008424692400110111,0.15670182987682715,0.004894998629047107,3.3548199460151577e-11,0.04336983910355814,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.010982385129285973
192.168.10.14,111.0,58.0,53.0,494.0,60.0,112.0,501.0,26.11512971440119,0.3611750506630318,2.136218543285555,9.964366197032271,15.104232282295179,4.2414001030972655,0.19756102006427748,0.15642211705589734,0.3888203398619105,0.20657919083414253,1.4229133664901452e-10,0.1898765335917038,2017-07-07 03:30:00,2017-07-07 03:40:00,466.0,368594.0,3782.0,0.21288259479214253,0.17477748226235731,0.1837706511175899,0.19032681544094837
172.217.11.10,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138816,1.0,0.04682767457825812,0.008424692400110111,0.15670182987682715,0.004894998629047107,3.3548199460151577e-11,0.04336983910355814,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.010982385129285973
172.217.12.138,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138816,1.0,0.04682767457825812,0.008424692400110111,0.15670182987682715,0.004894998629047107,3.3548199460151577e-11,0.04336983910355814,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.010982385129285973
172.217.12.162,7.0,4.0,3.0,33.0,5.0,7.0,33.0,6.32455532033676,0.22759703020056096,0.1722017068326756,1.3250175065055643,0.8115959344841135,1.1078138408054157,0.12449448367897835,0.012609269603089229,0.051703615364509285,0.011100122687237379,3.716515969605669e-11,0.03998149827419588,2017-07-07 03:30:00,2017-07-07 03:40:00,7.0,48.0,11.0,0.0031978072179077205,2.2760324770867543e-05,0.0005344995140913508,0.010934141332741456
172.217.3.98,10.0,5.0,5.0,66.0,6.0,10.0,66.0,9.219544457292885,0.3893428228478051,0.2620291463182196,0.6201697736871936,1.7453087351142011,1.2317600632775876,0.212968656321395,0.01918677933316981,0.024199694933828994,0.023870426481607684,4.1323332289885436e-11,0.05604511142226497,2017-07-07 03:30:00,2017-07-07 03:40:00,8.0,66.0,13.0,0.003654636820465966,3.129544655994287e-05,0.0006316812439261419,0.015090681233304256
172.217.6.198,5.0,2.0,3.0,20.0,4.0,5.0,20.0,4.47213595499958,0.15792899609134545,0.26546013721733625,2.2209226314540214,0.3500465233797798,1.1972173574217373,0.08638640323648204,0.019438009649340508,0.08666280175714064,0.0047875539916624864,4.0164486703940025e-11,0.03945495373495803,2017-07-07 03:30:00,2017-07-07 03:40:00,7.0,42.0,14.0,0.0031978072179077205,1.99152841745091e-05,0.0006802721088435374,0.010838237086470949
172.217.6.200,2.0,1.0,1.0,7.0,2.0,2.0,7.0,3.1622776601683795,0.08560893101651135,0.11505396081655703,4.015824936504869,0.35790243933138816,1.0,0.04682767457825812,0.008424692400110111,0.15670182987682715,0.004894998629047107,3.3548199460151577e-11,0.04336983910355814,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.010982385129285973
172.217.6.206,5.0,3.0,2.0,17.0,4.0,5.0,17.0,4.898979485566357,0.15792899609134545,0.4560248667070804,2.845373229609846,0.45050941957191454,1.7162792449679904,0.08638640323648204,0.03339189021865901,0.11102953908903787,0.00616157575035541,5.757807843950449e-11,0.04739388167042248,2017-07-07 03:30:00,2017-07-07 03:40:00,3.0,24.0,5.0,0.0013704888076747374,1.1380162385433772e-05,0.00024295432458697764,0.012254676241267408
192.168.10.17,112.0,68.0,44.0,680.0,72.0,115.0,752.0,22.825424421026653,0.7933987499527512,1.2003645470155113,11.795268295672928,16.653889304046128,5.917408966770909,0.43398531008895014,0.0878952971704031,0.46026411884098606,0.22777370689034776,1.985184163045199e-10,0.2419836866378411,2017-07-07 03:30:00,2017-07-07 03:40:00,1346.0,792693.0,9277.0,0.6148926450433988,0.37587396090819386,0.45077745383867834,0.42088193660702805
172.217.7.132,8.0,4.0,4.0,31.0,5.0,8.0,31.0,7.14142842854285,0.3679098366158786,0.5097111615549033,1.7132858682470173,1.0173429789934283,1.304183796966886,0.20124491567200686,0.03732300668770138,0.06685426653336154,0.013914106024945421,4.375301815334292e-11,0.06386725899235365,2017-07-07 03:30:00,2017-07-07 03:40:00,5.0,42.0,9.0,0.0022841480127912287,1.99152841745091e-05,0.00043731778425655976,0.016652160018393987
172.217.9.232,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.0605598805600442,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.0,1.0,0.00045682960255824577,0.0,4.859086491739553e-05,0.0064297335465990976
173.241.254.199,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.15464487100869773,0.2531140424922152,4.703251177649022e-09,1.0555309463282148,1.0,0.08459000257105542,0.018533981229427135,1.8352594487084174e-10,0.014436399329509332,3.3548199460151577e-11,0.02351207666941321,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,24.0,4.0,0.0009136592051164915,1.1380162385433772e-05,0.00019436345966958212,0.006157869874146179
185.167.164.39,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,0.08560893101651135,0.12391409999270926,3.8781073274896936,0.41759330766097347,1.368022204451289,0.04682767457825812,0.009073465781326083,0.15132793990897367,0.005711385125841588,4.5894681780848104e-11,0.04258809308805883,2017-07-07 03:30:00,2017-07-07 03:40:00,2.0,18.0,3.0,0.0009136592051164915,8.53512178907533e-06,0.0001457725947521866,0.010914015002429146
185.54.150.17,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.08560893101651135,0.360963016402925,4.008250383873634,0.5105302274964268,1.0,0.04682767457825812,0.026431096847323168,0.15640626264554094,0.006982474800536935,3.3548199460151577e-11,0.04732950178104147,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,12.0,2.0,0.00045682960255824577,5.690081192716886e-06,9.718172983479106e-05,0.011972300798656806
185.86.137.17,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.4494897427831783,0.08560893101651135,0.360963016402925,4.008250383873634,0.5105302274964268,1.0,0.04682767457825812,0.026431096847323168,0.15640626264554094,0.006982474800536935,3.3548199460151577e-11,0.04732950178104147,2017-07-07 03:30:00,2017-07-07 03:40:00,12.0,132.0,22.0,0.00548195523069895,6.259089311988574e-05,0.0010689990281827016,0.013485761733260751
192.168.10.12,14.0,11.0,3.0,47.0,12.0,17.0,119.0,5.385164807134503,0.014725649256136874,0.17156786900332016,2.6555089036322905,1.937450878793168,1.6928373988147407,0.00805485950042934,0.012562857565589823,0.1036208278579881,0.02649833684636453,5.6791646709041086e-11,0.030147376365432695,2017-07-07 03:30:00,2017-07-07 03:40:00,59.0,39974.0,384.0,0.0269529465509365,0.0189546087998054,0.018658892128279883,0.02367845596111362
192.168.10.3,19.0,6.0,13.0,117.0,16.0,47.0,246.0,7.934006157913291,1.1064828344719408,1.047604806338045,5.282467629671275,4.560302409239982,2.2986868046840834,0.6052408023771183,0.07670964291569933,0.20612759692533747,0.06237083514426952,7.711680341996012e-11,0.19008977548790829,2017-07-07 03:30:00,2017-07-07 03:40:00,1296.0,81430.0,1523.0,0.5920511649154865,0.03861194262691133,0.0740038872691934,0.22368919257487488
192.168.10.50,24.0,14.0,10.0,64.0,15.0,43.0,227.0,6.995383689284966,1.072043546902197,0.9648289174794888,4.8641795694675825,4.048328305922111,2.1105284381713583,0.5864026772904731,0.070648474774857,0.18980554467308097,0.05536861258738957,7.080442901009491e-11,0.18044506187932102,2017-07-07 03:30:00,2017-07-07 03:40:00,122.0,72285.0,540.0,0.05573321151210599,0.03427562658462834,0.026239067055393587,0.07417324175786223
192.229.163.97,2.0,1.0,1.0,13.0,2.0,2.0,13.0,4.69041575982343,0.08560893101651135,0.5634811039327224,3.492312419529567,0.587245665509845,1.2972510853894295,0.04682767457825812,0.04126024814979264,0.13627380558031688,0.00803170476556304,4.3520438162542706e-11,0.04647868662349022,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.0,2.0,0.00045682960255824577,0.0,9.718172983479106e-05,0.011758174488970815
79.127.127.5,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.15464487100869773,0.0752800414387847,5.344326257808565e-09,1.0505020120963855,5500000001.0,0.08459000257105542,0.005512293435951285,2.085413874605444e-10,0.0143676190601813,0.18451509706438188,0.05779700246802226,2017-07-07 03:30:00,2017-07-07 03:40:00,,,,0.0,0.0,0.0,0.014449250617005565
104.97.114.112,4.0,2.0,2.0,13.0,3.0,4.0,13.0,3.3166247903554007,0.2448781103956398,0.4103388982806222,2.7172258985391338,0.16372722986011662,1.7587509839102744,0.13394715164395804,0.030046588342370492,0.1060290917114464,0.002239282211096862,5.900292880895972e-11,0.05445242279357495,2017-07-07 03:30:00,2017-07-07 03:40:00,4.0,24.0,4.0,0.001827318410232983,1.1380162385433772e-05,0.00019436345966958212,0.014121371206465737
23.53.113.190,2.0,1.0,1.0,7.0,2.0,2.0,7.0,2.4494897427831783,0.08560893101651135,0.11505396081655703,3.3495245828500546,0.500472359032768,6058697298.774208,0.04682767457825812,0.008424692400110111,0.13070206984840346,0.006844914261880867,0.2032583854479587,0.07921154730732224,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,6.0,1.0,0.00045682960255824577,2.845040596358443e-06,4.859086491739553e-05,0.01992995320384856
192.168.10.15,114.0,67.0,47.0,761.0,68.0,117.0,777.0,29.778568255013052,0.607998402819493,1.1728374537562485,12.529284238253421,17.975151647018127,6.098722421152127,0.3325722096195863,0.08587965779795083,0.48890621434558623,0.24584449000527103,2.046011562369101e-10,0.2306405143945991,2017-07-07 03:30:00,2017-07-07 03:40:00,442.0,245389.0,3160.0,0.20191868433074464,0.11635694448330032,0.15354713313896987,0.1756158190869035
205.174.165.73,5.0,0.0,5.0,15.0,6.0,5.0,15.0,0.0,0.24844792514475092,0.5881532339286516,7.888985509845257e-09,0.9294229964011759,1.8570807764587733,0.13589982318641428,0.04306683615941918,3.078367420917645e-10,0.012711632537871935,6.23017163022521e-11,0.038335658450768764,2017-07-07 03:30:00,2017-07-07 03:40:00,,,,0.0,0.0,0.0,0.009583914612692191
151.101.0.175,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.4142135623730951,0.08560893101651135,0.5868267830212922,3.3546742203126674,0.7276612495725536,1.0,0.04682767457825812,0.04296970833523095,0.1309030142686291,0.00995215574870762,3.3548199460151577e-11,0.0461305105928748,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.0,1.0,0.00045682960255824577,0.0,4.859086491739553e-05,0.01165898276508761
199.244.48.55,2.0,1.0,1.0,93.0,2.0,2.0,93.0,46.36809247747852,0.08560893101651135,4.852491657145998,0.4148647659879169,9.132332851760632,2.074186926069917,0.04682767457825812,0.3553180550710132,0.01618847161159099,0.1249020735172444,6.958523671343225e-11,0.10864725496953838,2017-07-07 03:30:00,2017-07-07 03:40:00,23.0,1750948.0,847.0,0.010507080858839652,0.8302530236854372,0.04115646258503401,0.24764095552471233
208.111.171.129,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.15464487100869773,0.2531140424922152,4.703251177649022e-09,1.0555309463282148,1.0,0.08459000257105542,0.018533981229427135,1.8352594487084174e-10,0.014436399329509332,3.3548199460151577e-11,0.02351207666941321,2017-07-07 03:30:00,2017-07-07 03:40:00,,,,0.0,0.0,0.0,0.005878019167353302
209.85.232.108,3.0,0.0,3.0,7.0,4.0,3.0,7.0,0.0,0.18535711965131355,0.5639074526043508,6.68397677989944e-09,0.8683140843559223,1.19949761980287,0.10138945524411336,0.041291467035158895,2.6081599891056286e-10,0.011875851588060893,4.0240985401123746e-11,0.030911354833678028,2017-07-07 03:30:00,2017-07-07 03:40:00,,,,0.0,0.0,0.0,0.007727838708419507
23.21.56.196,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.15464487100869773,0.3683552732135498,3.607326089512245e-09,1.0605598805600442,1.0,0.08459000257105542,0.02697238625040099,1.4076176330559092e-10,0.014505179598837367,3.3548199460151577e-11,0.02521351371892075,2017-07-07 03:30:00,2017-07-07 03:40:00,,,,0.0,0.0,0.0,0.006303378429730187
34.200.14.225,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.08560893101651135,0.6585052438794005,2.978279330156823,0.8155400650753653,541196101.146197,0.04682767457825812,0.04821828022408325,0.11621567879552396,0.011154066197298465,0.01815615474830898,0.048114370908694554,2017-07-07 03:30:00,2017-07-07 03:40:00,1.0,0.0,1.0,0.00045682960255824577,0.0,4.859086491739553e-05,0.012154947844042549
